temps (s);temps (ms);temps;ACTU;MILIEU;LASER; courant = 0.647A; tension = -0.336
304.811;304811;318180;17.74;19.23;19.58;;
304.814;304814;318183;17.74;19.23;19.49;;
304.817;304817;318186;17.74;19.23;19.58;;
304.82;304820;318189;17.74;19.23;19.49;;
304.823;304823;318192;17.74;19.23;19.49;;
304.827;304827;318196;17.74;19.23;19.49;;
304.83;304830;318199;17.74;19.23;19.49;;
304.833;304833;318202;17.74;19.23;19.49;;
304.836;304836;318205;17.74;19.23;19.58;;
304.84;304840;318209;17.74;19.23;19.58;;
304.844;304844;318213;17.74;19.23;19.49;;
304.847;304847;318216;17.74;19.23;19.49;;
304.85;304850;318219;17.74;19.23;19.58;;
304.853;304853;318222;17.74;19.23;19.58;;
304.856;304856;318225;17.74;19.23;19.58;;
304.86;304860;318229;17.74;19.23;19.58;;
304.863;304863;318232;17.74;19.23;19.49;;
304.866;304866;318235;17.74;19.23;19.49;;
304.869;304869;318238;17.74;19.23;19.58;;
304.872;304872;318241;17.74;19.23;19.58;;
304.876;304876;318245;17.74;19.23;19.58;;
304.879;304879;318248;17.74;19.23;19.49;;
304.883;304883;318252;17.74;19.23;19.58;;
304.886;304886;318255;17.74;19.23;19.58;;
304.889;304889;318258;17.74;19.23;19.49;;
304.893;304893;318262;17.74;19.23;19.58;;
304.896;304896;318265;17.74;19.23;19.58;;
304.899;304899;318268;17.74;19.23;19.49;;
304.902;304902;318271;17.74;19.23;19.58;;
304.905;304905;318274;17.74;19.23;19.58;;
304.909;304909;318278;17.74;19.23;19.58;;
304.912;304912;318281;17.74;19.23;19.58;;
304.915;304915;318284;17.74;19.23;19.58;;
304.918;304918;318287;17.74;19.23;19.58;;
304.921;304921;318290;17.74;19.23;19.49;;
304.926;304926;318295;17.74;19.23;19.49;;
304.929;304929;318298;17.74;19.23;19.58;;
304.932;304932;318301;17.82;19.23;19.58;;
304.935;304935;318304;17.74;19.23;19.58;;
304.938;304938;318307;17.74;19.23;19.49;;
304.942;304942;318311;17.74;19.23;19.49;;
304.945;304945;318314;17.74;19.23;19.49;;
304.948;304948;318317;17.74;19.23;19.58;;
304.951;304951;318320;17.74;19.23;19.49;;
304.954;304954;318323;17.74;19.14;19.58;;
304.958;304958;318327;17.74;19.23;19.49;;
304.961;304961;318330;17.74;19.23;19.49;;
304.964;304964;318333;17.74;19.23;19.58;;
304.968;304968;318337;17.74;19.23;19.58;;
304.971;304971;318340;17.74;19.23;19.58;;
304.975;304975;318344;17.74;19.23;19.58;;
304.978;304978;318347;17.74;19.23;19.49;;
304.981;304981;318350;17.74;19.23;19.58;;
304.984;304984;318353;17.74;19.23;19.58;;
304.987;304987;318356;17.74;19.23;19.58;;
304.991;304991;318360;17.74;19.23;19.49;;
304.994;304994;318363;17.74;19.23;19.58;;
304.997;304997;318366;17.74;19.23;19.58;;
305;305000;318369;17.74;19.23;19.49;;
305.003;305003;318372;17.74;19.23;19.58;;
305.007;305007;318376;17.74;19.23;19.58;;
305.011;305011;318380;17.74;19.23;19.58;;
305.014;305014;318383;17.74;19.23;19.49;;
305.017;305017;318386;17.74;19.23;19.49;;
305.02;305020;318389;17.74;19.23;19.58;;
305.024;305024;318393;17.74;19.23;19.49;;
305.027;305027;318396;17.74;19.23;19.58;;
305.03;305030;318399;17.74;19.23;19.58;;
305.033;305033;318402;17.74;19.23;19.58;;
305.036;305036;318405;17.74;19.23;19.49;;
305.04;305040;318409;17.74;19.23;19.58;;
305.043;305043;318412;17.74;19.23;19.58;;
305.046;305046;318415;17.74;19.23;19.58;;
305.049;305049;318418;17.74;19.23;19.58;;
305.053;305053;318422;17.74;19.23;19.49;;
305.057;305057;318426;17.74;19.23;19.58;;
305.06;305060;318429;17.74;19.23;19.49;;
305.063;305063;318432;17.74;19.23;19.49;;
305.066;305066;318435;17.74;19.23;19.58;;
305.069;305069;318438;17.74;19.23;19.58;;
305.073;305073;318442;17.74;19.23;19.58;;
305.076;305076;318445;17.74;19.23;19.49;;
305.079;305079;318448;17.74;19.23;19.58;;
305.082;305082;318451;17.74;19.23;19.49;;
305.085;305085;318454;17.74;19.23;19.58;;
305.088;305088;318457;17.74;19.23;19.49;;
305.092;305092;318461;17.74;19.23;19.58;;
305.096;305096;318465;17.74;19.23;19.58;;
305.099;305099;318468;17.74;19.23;19.49;;
305.102;305102;318471;17.74;19.23;19.58;;
305.106;305106;318475;17.74;19.23;19.49;;
305.109;305109;318478;17.74;19.23;19.49;;
305.112;305112;318481;17.74;19.23;19.58;;
305.115;305115;318484;17.74;19.23;19.58;;
305.118;305118;318487;17.74;19.23;19.58;;
305.122;305122;318491;17.74;19.23;19.49;;
305.125;305125;318494;17.74;19.23;19.58;;
305.128;305128;318497;17.74;19.23;19.49;;
305.131;305131;318500;17.74;19.23;19.58;;
305.134;305134;318503;17.74;19.23;19.49;;
305.138;305138;318507;17.74;19.23;19.58;;
305.142;305142;318511;17.74;19.23;19.58;;
305.145;305145;318514;17.74;19.23;19.58;;
305.148;305148;318517;17.74;19.23;19.49;;
305.151;305151;318520;17.74;19.23;19.49;;
305.155;305155;318524;17.74;19.23;19.49;;
305.158;305158;318527;17.74;19.23;19.58;;
305.161;305161;318530;17.74;19.23;19.49;;
305.164;305164;318533;17.74;19.23;19.58;;
305.167;305167;318536;17.74;19.23;19.49;;
305.17;305170;318539;17.74;19.23;19.58;;
305.174;305174;318543;17.74;19.23;19.49;;
305.177;305177;318546;17.74;19.23;19.58;;
305.181;305181;318550;17.74;19.23;19.58;;
305.184;305184;318553;17.74;19.14;19.58;;
305.188;305188;318557;17.74;19.23;19.58;;
305.191;305191;318560;17.74;19.23;19.58;;
305.194;305194;318563;17.74;19.23;19.49;;
305.197;305197;318566;17.74;19.23;19.49;;
305.2;305200;318569;17.74;19.23;19.58;;
305.203;305203;318572;17.74;19.23;19.49;;
305.207;305207;318576;17.74;19.23;19.58;;
305.21;305210;318579;17.74;19.23;19.58;;
305.213;305213;318582;17.74;19.23;19.58;;
305.216;305216;318585;17.74;19.23;19.49;;
305.219;305219;318588;17.74;19.23;19.58;;
305.224;305224;318593;17.74;19.23;19.49;;
305.227;305227;318596;17.74;19.23;19.58;;
305.23;305230;318599;17.74;19.14;19.49;;
305.233;305233;318602;17.74;19.23;19.58;;
305.236;305236;318605;17.74;19.23;19.49;;
305.24;305240;318609;17.74;19.23;19.49;;
305.243;305243;318612;17.74;19.23;19.49;;
305.246;305246;318615;17.74;19.23;19.49;;
305.249;305249;318618;17.74;19.23;19.58;;
305.252;305252;318621;17.74;19.23;19.49;;
305.256;305256;318625;17.74;19.23;19.49;;
305.259;305259;318628;17.74;19.23;19.58;;
305.262;305262;318631;17.74;19.23;19.58;;
305.266;305266;318635;17.74;19.23;19.58;;
305.269;305269;318638;17.74;19.14;19.49;;
305.273;305273;318642;17.74;19.23;19.58;;
305.276;305276;318645;17.74;19.23;19.58;;
305.279;305279;318648;17.74;19.23;19.58;;
305.282;305282;318651;17.74;19.23;19.49;;
305.285;305285;318654;17.74;19.23;19.49;;
305.289;305289;318658;17.74;19.23;19.49;;
305.292;305292;318661;17.74;19.23;19.58;;
305.295;305295;318664;17.74;19.23;19.49;;
305.298;305298;318667;17.74;19.23;19.49;;
305.301;305301;318670;17.74;19.23;19.49;;
305.305;305305;318674;17.74;19.23;19.58;;
305.309;305309;318678;17.74;19.23;19.49;;
305.312;305312;318681;17.74;19.23;19.58;;
305.315;305315;318684;17.74;19.23;19.49;;
305.318;305318;318687;17.74;19.23;19.58;;
305.322;305322;318691;17.74;19.23;19.58;;
305.325;305325;318694;17.74;19.23;19.58;;
305.328;305328;318697;17.74;19.23;19.58;;
305.331;305331;318700;17.74;19.23;19.49;;
305.334;305334;318703;17.74;19.23;19.58;;
305.338;305338;318707;17.74;19.23;19.58;;
305.341;305341;318710;17.74;19.23;19.58;;
305.344;305344;318713;17.74;19.23;19.58;;
305.347;305347;318716;17.74;19.23;19.58;;
305.351;305351;318720;17.74;19.23;19.58;;
305.355;305355;318724;17.74;19.23;19.49;;
305.358;305358;318727;17.74;19.23;19.49;;
305.361;305361;318730;17.74;19.23;19.58;;
305.364;305364;318733;17.74;19.14;19.49;;
305.367;305367;318736;17.74;19.23;19.58;;
305.371;305371;318740;17.74;19.23;19.49;;
305.374;305374;318743;17.74;19.23;19.58;;
305.377;305377;318746;17.74;19.23;19.58;;
305.38;305380;318749;17.74;19.23;19.49;;
305.383;305383;318752;17.74;19.23;19.58;;
305.387;305387;318756;17.74;19.23;19.58;;
305.39;305390;318759;17.74;19.23;19.49;;
305.394;305394;318763;17.74;19.14;19.58;;
305.397;305397;318766;17.74;19.23;19.58;;
305.4;305400;318769;17.74;19.23;19.49;;
305.404;305404;318773;17.74;19.23;19.49;;
305.407;305407;318776;17.74;19.23;19.49;;
305.41;305410;318779;17.74;19.14;19.49;;
305.413;305413;318782;17.74;19.23;19.58;;
305.416;305416;318785;17.74;19.14;19.49;;
305.42;305420;318789;17.74;19.23;19.58;;
305.423;305423;318792;17.74;19.23;19.49;;
305.426;305426;318795;17.74;19.23;19.49;;
305.429;305429;318798;17.74;19.23;19.58;;
305.432;305432;318801;17.74;19.23;19.58;;
305.435;305435;318804;17.74;19.23;19.49;;
305.44;305440;318809;17.74;19.14;19.58;;
305.443;305443;318812;17.74;19.23;19.58;;
305.446;305446;318815;17.74;19.23;19.49;;
305.449;305449;318818;17.74;19.14;19.49;;
305.453;305453;318822;17.74;19.23;19.49;;
305.456;305456;318825;17.74;19.23;19.58;;
305.459;305459;318828;17.74;19.23;19.49;;
305.462;305462;318831;17.74;19.23;19.49;;
305.465;305465;318834;17.74;19.23;19.49;;
305.468;305468;318837;17.74;19.23;19.58;;
305.472;305472;318841;17.74;19.14;19.49;;
305.475;305475;318844;17.74;19.23;19.58;;
305.479;305479;318848;17.74;19.23;19.58;;
305.482;305482;318851;17.74;19.23;19.49;;
305.486;305486;318855;17.74;19.23;19.58;;
305.489;305489;318858;17.74;19.23;19.58;;
305.492;305492;318861;17.74;19.23;19.58;;
305.495;305495;318864;17.74;19.23;19.49;;
305.498;305498;318867;17.74;19.23;19.49;;
305.501;305501;318870;17.74;19.23;19.49;;
305.505;305505;318874;17.74;19.14;19.49;;
305.508;305508;318877;17.74;19.23;19.49;;
305.511;305511;318880;17.74;19.23;19.49;;
305.514;305514;318883;17.74;19.23;19.49;;
305.517;305517;318886;17.74;19.23;19.49;;
305.522;305522;318891;17.74;19.23;19.58;;
305.525;305525;318894;17.74;19.23;19.49;;
305.528;305528;318897;17.74;19.23;19.49;;
305.531;305531;318900;17.74;19.23;19.49;;
305.534;305534;318903;17.74;19.23;19.49;;
305.538;305538;318907;17.74;19.23;19.49;;
305.541;305541;318910;17.74;19.23;19.58;;
305.544;305544;318913;17.74;19.23;19.49;;
305.547;305547;318916;17.74;19.23;19.58;;
305.55;305550;318919;17.74;19.23;19.49;;
305.554;305554;318923;17.74;19.23;19.49;;
305.557;305557;318926;17.74;19.23;19.49;;
305.56;305560;318929;17.74;19.23;19.58;;
305.563;305563;318932;17.74;19.23;19.58;;
305.567;305567;318936;17.74;19.14;19.58;;
305.571;305571;318940;17.74;19.23;19.49;;
305.574;305574;318943;17.74;19.23;19.49;;
305.577;305577;318946;17.74;19.23;19.49;;
305.58;305580;318949;17.74;19.23;19.58;;
305.583;305583;318952;17.74;19.23;19.49;;
305.587;305587;318956;17.74;19.14;19.49;;
305.59;305590;318959;17.74;19.23;19.58;;
305.593;305593;318962;17.74;19.23;19.49;;
305.596;305596;318965;17.74;19.23;19.49;;
305.599;305599;318968;17.74;19.23;19.49;;
305.603;305603;318972;17.74;19.23;19.49;;
305.607;305607;318976;17.74;19.23;19.49;;
305.61;305610;318979;17.74;19.23;19.58;;
305.613;305613;318982;17.65;19.23;19.49;;
305.616;305616;318985;17.74;19.23;19.58;;
305.62;305620;318989;17.74;19.23;19.49;;
305.623;305623;318992;17.74;19.23;19.58;;
305.626;305626;318995;17.74;19.23;19.49;;
305.629;305629;318998;17.74;19.23;19.49;;
305.632;305632;319001;17.74;19.23;19.49;;
305.636;305636;319005;17.74;19.23;19.58;;
305.639;305639;319008;17.74;19.23;19.49;;
305.642;305642;319011;17.65;19.23;19.58;;
305.645;305645;319014;17.74;19.23;19.49;;
305.648;305648;319017;17.74;19.23;19.58;;
305.653;305653;319022;17.65;19.23;19.49;;
305.656;305656;319025;17.74;19.14;19.58;;
305.659;305659;319028;17.74;19.23;19.49;;
305.662;305662;319031;17.74;19.23;19.49;;
305.665;305665;319034;17.74;19.23;19.49;;
305.669;305669;319038;17.74;19.23;19.58;;
305.672;305672;319041;17.74;19.23;19.58;;
305.675;305675;319044;17.74;19.23;19.58;;
305.678;305678;319047;17.74;19.23;19.49;;
305.681;305681;319050;17.74;19.23;19.58;;
305.685;305685;319054;17.74;19.23;19.49;;
305.688;305688;319057;17.74;19.23;19.58;;
305.691;305691;319060;17.74;19.23;19.49;;
305.695;305695;319064;17.74;19.23;19.49;;
305.698;305698;319067;17.74;19.23;19.49;;
305.702;305702;319071;17.74;19.23;19.58;;
305.705;305705;319074;17.74;19.23;19.49;;
305.708;305708;319077;17.74;19.23;19.58;;
305.711;305711;319080;17.74;19.23;19.49;;
305.714;305714;319083;17.74;19.23;19.58;;
305.718;305718;319087;17.74;19.23;19.49;;
305.721;305721;319090;17.74;19.23;19.58;;
305.724;305724;319093;17.74;19.23;19.49;;
305.727;305727;319096;17.74;19.23;19.49;;
305.73;305730;319099;17.74;19.23;19.58;;
305.733;305733;319102;17.74;19.23;19.58;;
305.738;305738;319107;17.74;19.23;19.58;;
305.741;305741;319110;17.74;19.23;19.58;;
305.744;305744;319113;17.74;19.23;19.49;;
305.747;305747;319116;17.74;19.23;19.58;;
305.751;305751;319120;17.74;19.23;19.49;;
305.754;305754;319123;17.74;19.23;19.58;;
305.757;305757;319126;17.74;19.23;19.58;;
305.76;305760;319129;17.74;19.23;19.49;;
305.763;305763;319132;17.74;19.23;19.49;;
305.766;305766;319135;17.74;19.14;19.49;;
305.77;305770;319139;17.74;19.23;19.49;;
305.773;305773;319142;17.74;19.23;19.58;;
305.776;305776;319145;17.74;19.23;19.58;;
305.78;305780;319149;17.74;19.23;19.58;;
305.784;305784;319153;17.74;19.23;19.58;;
305.787;305787;319156;17.74;19.23;19.58;;
305.79;305790;319159;17.74;19.23;19.58;;
305.793;305793;319162;17.74;19.23;19.58;;
305.796;305796;319165;17.65;19.23;19.58;;
305.799;305799;319168;17.74;19.23;19.49;;
305.803;305803;319172;17.74;19.23;19.58;;
305.806;305806;319175;17.65;19.23;19.49;;
305.809;305809;319178;17.74;19.23;19.58;;
305.812;305812;319181;17.74;19.23;19.49;;
305.815;305815;319184;17.74;19.23;19.58;;
305.819;305819;319188;17.74;19.23;19.49;;
305.823;305823;319192;17.74;19.23;19.58;;
305.826;305826;319195;17.74;19.23;19.49;;
305.829;305829;319198;17.74;19.14;19.58;;
305.832;305832;319201;17.74;19.23;19.49;;
305.836;305836;319205;17.74;19.23;19.58;;
305.839;305839;319208;17.74;19.23;19.49;;
305.842;305842;319211;17.74;19.23;19.58;;
305.845;305845;319214;17.65;19.23;19.49;;
305.848;305848;319217;17.74;19.23;19.58;;
305.852;305852;319221;17.74;19.23;19.58;;
305.855;305855;319224;17.74;19.23;19.58;;
305.858;305858;319227;17.74;19.23;19.58;;
305.861;305861;319230;17.74;19.23;19.58;;
305.865;305865;319234;17.74;19.23;19.58;;
305.869;305869;319238;17.74;19.23;19.58;;
305.872;305872;319241;17.74;19.23;19.49;;
305.875;305875;319244;17.74;19.23;19.49;;
305.878;305878;319247;17.65;19.14;19.49;;
305.881;305881;319250;17.74;19.23;19.49;;
305.885;305885;319254;17.74;19.23;19.58;;
305.888;305888;319257;17.74;19.14;19.58;;
305.891;305891;319260;17.74;19.23;19.49;;
305.894;305894;319263;17.74;19.23;19.49;;
305.897;305897;319266;17.74;19.23;19.58;;
305.901;305901;319270;17.74;19.23;19.49;;
305.904;305904;319273;17.74;19.23;19.58;;
305.908;305908;319277;17.74;19.23;19.58;;
305.911;305911;319280;17.74;19.23;19.58;;
305.914;305914;319283;17.74;19.23;19.58;;
305.918;305918;319287;17.74;19.23;19.58;;
305.921;305921;319290;17.74;19.23;19.58;;
305.924;305924;319293;17.74;19.23;19.49;;
305.927;305927;319296;17.74;19.23;19.49;;
305.93;305930;319299;17.74;19.23;19.58;;
305.934;305934;319303;17.74;19.23;19.49;;
305.937;305937;319306;17.74;19.23;19.58;;
305.94;305940;319309;17.74;19.23;19.49;;
305.943;305943;319312;17.74;19.23;19.58;;
305.946;305946;319315;17.65;19.23;19.49;;
305.951;305951;319320;17.74;19.23;19.58;;
305.954;305954;319323;17.74;19.23;19.49;;
305.957;305957;319326;17.74;19.23;19.58;;
305.96;305960;319329;17.74;19.23;19.49;;
305.963;305963;319332;17.74;19.23;19.49;;
305.967;305967;319336;17.74;19.23;19.58;;
305.97;305970;319339;17.65;19.23;19.58;;
305.973;305973;319342;17.74;19.23;19.49;;
305.976;305976;319345;17.74;19.23;19.49;;
305.979;305979;319348;17.74;19.23;19.58;;
305.983;305983;319352;17.65;19.23;19.58;;
305.986;305986;319355;17.74;19.23;19.49;;
305.989;305989;319358;17.74;19.23;19.58;;
305.993;305993;319362;17.74;19.23;19.49;;
305.996;305996;319365;17.74;19.23;19.49;;
306;306000;319369;17.74;19.23;19.49;;
306.003;306003;319372;17.74;19.23;19.58;;
306.006;306006;319375;17.74;19.23;19.49;;
306.009;306009;319378;17.74;19.23;19.58;;
306.012;306012;319381;17.74;19.23;19.58;;
306.016;306016;319385;17.74;19.23;19.49;;
306.019;306019;319388;17.65;19.23;19.49;;
306.022;306022;319391;17.74;19.23;19.58;;
306.025;306025;319394;17.74;19.23;19.49;;
306.028;306028;319397;17.74;19.23;19.58;;
306.031;306031;319400;17.74;19.23;19.49;;
306.036;306036;319405;17.74;19.23;19.58;;
306.039;306039;319408;17.74;19.23;19.58;;
306.042;306042;319411;17.65;19.23;19.49;;
306.045;306045;319414;17.74;19.23;19.58;;
306.049;306049;319418;17.65;19.23;19.49;;
306.052;306052;319421;17.74;19.23;19.49;;
306.055;306055;319424;17.74;19.23;19.49;;
306.058;306058;319427;17.74;19.23;19.58;;
306.061;306061;319430;17.74;19.23;19.49;;
306.064;306064;319433;17.74;19.23;19.58;;
306.068;306068;319437;17.74;19.23;19.58;;
306.071;306071;319440;17.74;19.23;19.49;;
306.074;306074;319443;17.74;19.23;19.49;;
306.078;306078;319447;17.74;19.23;19.58;;
306.082;306082;319451;17.74;19.23;19.49;;
306.085;306085;319454;17.74;19.23;19.58;;
306.088;306088;319457;17.74;19.23;19.58;;
306.091;306091;319460;17.74;19.23;19.49;;
306.094;306094;319463;17.74;19.23;19.49;;
306.098;306098;319467;17.74;19.23;19.58;;
306.101;306101;319470;17.74;19.23;19.49;;
306.104;306104;319473;17.74;19.14;19.58;;
306.107;306107;319476;17.74;19.23;19.58;;
306.11;306110;319479;17.74;19.23;19.58;;
306.113;306113;319482;17.74;19.23;19.58;;
306.117;306117;319486;17.74;19.23;19.58;;
306.121;306121;319490;17.74;19.23;19.58;;
306.124;306124;319493;17.74;19.23;19.58;;
306.127;306127;319496;17.74;19.23;19.49;;
306.131;306131;319500;17.74;19.23;19.58;;
306.134;306134;319503;17.74;19.23;19.49;;
306.137;306137;319506;17.74;19.23;19.58;;
306.14;306140;319509;17.74;19.23;19.58;;
306.143;306143;319512;17.74;19.14;19.58;;
306.146;306146;319515;17.74;19.23;19.58;;
306.15;306150;319519;17.74;19.23;19.58;;
306.153;306153;319522;17.74;19.23;19.58;;
306.156;306156;319525;17.74;19.23;19.58;;
306.159;306159;319528;17.74;19.23;19.58;;
306.163;306163;319532;17.74;19.23;19.58;;
306.167;306167;319536;17.74;19.23;19.49;;
306.17;306170;319539;17.74;19.23;19.49;;
306.173;306173;319542;17.74;19.23;19.49;;
306.176;306176;319545;17.74;19.23;19.58;;
306.18;306180;319549;17.74;19.23;19.49;;
306.183;306183;319552;17.74;19.23;19.49;;
306.186;306186;319555;17.74;19.23;19.58;;
306.189;306189;319558;17.74;19.23;19.49;;
306.192;306192;319561;17.74;19.23;19.58;;
306.195;306195;319564;17.74;19.23;19.49;;
306.199;306199;319568;17.74;19.23;19.49;;
306.202;306202;319571;17.65;19.23;19.49;;
306.206;306206;319575;17.74;19.23;19.58;;
306.209;306209;319578;17.74;19.23;19.58;;
306.213;306213;319582;17.74;19.23;19.58;;
306.216;306216;319585;17.74;19.23;19.58;;
306.219;306219;319588;17.74;19.23;19.58;;
306.222;306222;319591;17.74;19.23;19.58;;
306.225;306225;319594;17.74;19.23;19.49;;
306.228;306228;319597;17.74;19.23;19.58;;
306.232;306232;319601;17.74;19.23;19.58;;
306.235;306235;319604;17.74;19.23;19.49;;
306.238;306238;319607;17.74;19.23;19.58;;
306.241;306241;319610;17.74;19.23;19.49;;
306.244;306244;319613;17.74;19.23;19.58;;
306.249;306249;319618;17.74;19.23;19.49;;
306.252;306252;319621;17.74;19.23;19.49;;
306.255;306255;319624;17.74;19.23;19.58;;
306.258;306258;319627;17.74;19.23;19.49;;
306.261;306261;319630;17.74;19.23;19.58;;
306.265;306265;319634;17.74;19.23;19.58;;
306.268;306268;319637;17.74;19.23;19.49;;
306.271;306271;319640;17.74;19.23;19.58;;
306.274;306274;319643;17.74;19.23;19.49;;
306.277;306277;319646;17.74;19.23;19.58;;
306.281;306281;319650;17.65;19.23;19.58;;
306.284;306284;319653;17.74;19.23;19.58;;
306.287;306287;319656;17.74;19.23;19.58;;
306.291;306291;319660;17.74;19.23;19.49;;
306.295;306295;319664;17.74;19.23;19.49;;
306.298;306298;319667;17.74;19.23;19.58;;
306.301;306301;319670;17.74;19.23;19.58;;
306.304;306304;319673;17.65;19.23;19.58;;
306.307;306307;319676;17.74;19.23;19.58;;
306.31;306310;319679;17.74;19.23;19.49;;
306.314;306314;319683;17.65;19.23;19.49;;
306.317;306317;319686;17.74;19.23;19.49;;
306.32;306320;319689;17.74;19.23;19.58;;
306.323;306323;319692;17.74;19.23;19.58;;
306.326;306326;319695;17.74;19.23;19.58;;
306.33;306330;319699;17.74;19.23;19.49;;
306.334;306334;319703;17.74;19.23;19.49;;
306.337;306337;319706;17.74;19.23;19.58;;
306.34;306340;319709;17.74;19.23;19.49;;
306.343;306343;319712;17.74;19.14;19.49;;
306.347;306347;319716;17.74;19.23;19.58;;
306.35;306350;319719;17.65;19.23;19.58;;
306.353;306353;319722;17.74;19.23;19.58;;
306.356;306356;319725;17.74;19.23;19.49;;
306.359;306359;319728;17.74;19.23;19.49;;
306.363;306363;319732;17.74;19.23;19.49;;
306.366;306366;319735;17.74;19.23;19.49;;
306.369;306369;319738;17.74;19.23;19.49;;
306.372;306372;319741;17.74;19.23;19.58;;
306.376;306376;319745;17.74;19.14;19.49;;
306.38;306380;319749;17.74;19.23;19.58;;
306.383;306383;319752;17.74;19.23;19.49;;
306.386;306386;319755;17.74;19.23;19.49;;
306.389;306389;319758;17.74;19.14;19.49;;
306.392;306392;319761;17.74;19.23;19.58;;
306.396;306396;319765;17.74;19.23;19.49;;
306.399;306399;319768;17.65;19.14;19.49;;
306.402;306402;319771;17.74;19.23;19.49;;
306.405;306405;319774;17.74;19.14;19.58;;
306.408;306408;319777;17.65;19.23;19.49;;
306.412;306412;319781;17.65;19.23;19.49;;
306.415;306415;319784;17.74;19.23;19.49;;
306.419;306419;319788;17.74;19.23;19.49;;
306.422;306422;319791;17.74;19.23;19.49;;
306.425;306425;319794;17.65;19.23;19.58;;
306.429;306429;319798;17.65;19.23;19.49;;
306.432;306432;319801;17.74;19.23;19.49;;
306.435;306435;319804;17.65;19.14;19.58;;
306.438;306438;319807;17.65;19.23;19.49;;
306.441;306441;319810;17.74;19.23;19.58;;
306.445;306445;319814;17.74;19.14;19.49;;
306.448;306448;319817;17.74;19.23;19.49;;
306.451;306451;319820;17.74;19.23;19.49;;
306.454;306454;319823;17.74;19.14;19.58;;
306.457;306457;319826;17.74;19.23;19.49;;
306.462;306462;319831;17.65;19.23;19.58;;
306.465;306465;319834;17.74;19.23;19.58;;
306.468;306468;319837;17.74;19.23;19.49;;
306.471;306471;319840;17.74;19.14;19.49;;
306.474;306474;319843;17.65;19.23;19.49;;
306.478;306478;319847;17.74;19.14;19.49;;
306.481;306481;319850;17.74;19.23;19.49;;
306.484;306484;319853;17.74;19.23;19.49;;
306.487;306487;319856;17.74;19.23;19.49;;
306.49;306490;319859;17.74;19.23;19.49;;
306.493;306493;319862;17.65;19.23;19.58;;
306.497;306497;319866;17.74;19.23;19.49;;
306.5;306500;319869;17.74;19.23;19.49;;
306.504;306504;319873;17.74;19.23;19.49;;
306.507;306507;319876;17.65;19.23;19.49;;
306.511;306511;319880;17.74;19.23;19.49;;
306.514;306514;319883;17.74;19.23;19.49;;
306.517;306517;319886;17.65;19.23;19.49;;
306.52;306520;319889;17.74;19.23;19.58;;
306.523;306523;319892;17.74;19.14;19.49;;
306.526;306526;319895;17.65;19.23;19.49;;
306.53;306530;319899;17.74;19.23;19.49;;
306.533;306533;319902;17.74;19.23;19.49;;
306.536;306536;319905;17.74;19.23;19.49;;
306.539;306539;319908;17.65;19.23;19.49;;
306.542;306542;319911;17.65;19.23;19.58;;
306.547;306547;319916;17.74;19.23;19.49;;
306.55;306550;319919;17.65;19.23;19.49;;
306.553;306553;319922;17.74;19.14;19.58;;
306.556;306556;319925;17.65;19.23;19.49;;
306.559;306559;319928;17.74;19.14;19.49;;
306.563;306563;319932;17.65;19.23;19.49;;
306.566;306566;319935;17.74;19.14;19.49;;
306.569;306569;319938;17.74;19.14;19.49;;
306.572;306572;319941;17.74;19.23;19.49;;
306.575;306575;319944;17.65;19.23;19.49;;
306.579;306579;319948;17.65;19.14;19.49;;
306.582;306582;319951;17.74;19.23;19.49;;
306.585;306585;319954;17.65;19.23;19.49;;
306.589;306589;319958;17.74;19.23;19.49;;
306.592;306592;319961;17.74;19.23;19.49;;
306.596;306596;319965;17.74;19.14;19.58;;
306.599;306599;319968;17.74;19.14;19.49;;
306.602;306602;319971;17.74;19.23;19.49;;
306.605;306605;319974;17.74;19.23;19.49;;
306.608;306608;319977;17.65;19.14;19.49;;
306.612;306612;319981;17.65;19.23;19.49;;
306.615;306615;319984;17.65;19.23;19.49;;
306.618;306618;319987;17.65;19.23;19.49;;
306.621;306621;319990;17.65;19.23;19.49;;
306.624;306624;319993;17.74;19.14;19.49;;
306.628;306628;319997;17.74;19.23;19.58;;
306.632;306632;320001;17.65;19.23;19.49;;
306.635;306635;320004;17.74;19.23;19.58;;
306.638;306638;320007;17.74;19.23;19.49;;
306.641;306641;320010;17.65;19.14;19.49;;
306.645;306645;320014;17.74;19.23;19.49;;
306.648;306648;320017;17.74;19.14;19.49;;
306.651;306651;320020;17.65;19.23;19.49;;
306.654;306654;320023;17.65;19.14;19.49;;
306.657;306657;320026;17.65;19.23;19.49;;
306.661;306661;320030;17.74;19.23;19.49;;
306.664;306664;320033;17.65;19.23;19.49;;
306.667;306667;320036;17.74;19.14;19.49;;
306.67;306670;320039;17.65;19.23;19.49;;
306.674;306674;320043;17.65;19.23;19.58;;
306.678;306678;320047;17.74;19.23;19.49;;
306.681;306681;320050;17.74;19.23;19.49;;
306.684;306684;320053;17.74;19.23;19.49;;
306.687;306687;320056;17.74;19.23;19.49;;
306.69;306690;320059;17.74;19.23;19.49;;
306.694;306694;320063;17.74;19.14;19.49;;
306.697;306697;320066;17.74;19.23;19.49;;
306.7;306700;320069;17.74;19.23;19.58;;
306.703;306703;320072;17.74;19.23;19.49;;
306.706;306706;320075;17.65;19.23;19.58;;
306.709;306709;320078;17.74;19.23;19.49;;
