temps (s);temps (ms);temps;ACTU;MILIEU;LASER; courant = 0.647A; tension = -0.336
306.713;306713;320082;17.74;19.23;19.49;;
306.717;306717;320086;17.65;19.23;19.58;;
306.72;306720;320089;17.74;19.23;19.49;;
306.723;306723;320092;17.74;19.23;19.49;;
306.726;306726;320095;17.74;19.23;19.49;;
306.73;306730;320099;17.74;19.23;19.58;;
306.733;306733;320102;17.74;19.14;19.49;;
306.736;306736;320105;17.74;19.23;19.58;;
306.739;306739;320108;17.74;19.23;19.49;;
306.742;306742;320111;17.74;19.14;19.58;;
306.746;306746;320115;17.74;19.23;19.49;;
306.749;306749;320118;17.74;19.23;19.58;;
306.752;306752;320121;17.74;19.14;19.49;;
306.755;306755;320124;17.74;19.14;19.58;;
306.759;306759;320128;17.65;19.23;19.49;;
306.763;306763;320132;17.74;19.23;19.58;;
306.766;306766;320135;17.65;19.23;19.49;;
306.769;306769;320138;17.74;19.23;19.49;;
306.772;306772;320141;17.74;19.23;19.49;;
306.775;306775;320144;17.74;19.23;19.49;;
306.779;306779;320148;17.65;19.23;19.58;;
306.782;306782;320151;17.74;19.23;19.49;;
306.785;306785;320154;17.74;19.23;19.49;;
306.788;306788;320157;17.74;19.23;19.49;;
306.791;306791;320160;17.65;19.14;19.49;;
306.794;306794;320163;17.74;19.23;19.49;;
306.798;306798;320167;17.74;19.23;19.49;;
306.802;306802;320171;17.74;19.23;19.49;;
306.805;306805;320174;17.74;19.23;19.49;;
306.808;306808;320177;17.74;19.23;19.49;;
306.812;306812;320181;17.74;19.23;19.49;;
306.815;306815;320184;17.74;19.23;19.49;;
306.818;306818;320187;17.74;19.23;19.49;;
306.821;306821;320190;17.74;19.14;19.49;;
306.824;306824;320193;17.74;19.23;19.49;;
306.827;306827;320196;17.74;19.23;19.49;;
306.831;306831;320200;17.65;19.23;19.58;;
306.834;306834;320203;17.74;19.23;19.49;;
306.837;306837;320206;17.74;19.23;19.58;;
306.84;306840;320209;17.74;19.23;19.49;;
306.843;306843;320212;17.74;19.23;19.49;;
306.848;306848;320217;17.74;19.23;19.58;;
306.851;306851;320220;17.74;19.23;19.49;;
306.854;306854;320223;17.74;19.14;19.49;;
306.857;306857;320226;17.65;19.23;19.49;;
306.86;306860;320229;17.74;19.23;19.49;;
306.864;306864;320233;17.65;19.14;19.49;;
306.867;306867;320236;17.74;19.23;19.49;;
306.87;306870;320239;17.65;19.23;19.58;;
306.873;306873;320242;17.74;19.23;19.49;;
306.876;306876;320245;17.65;19.23;19.58;;
306.88;306880;320249;17.74;19.23;19.49;;
306.883;306883;320252;17.74;19.23;19.49;;
306.887;306887;320256;17.74;19.23;19.49;;
306.89;306890;320259;17.74;19.23;19.58;;
306.893;306893;320262;17.74;19.23;19.49;;
306.897;306897;320266;17.74;19.23;19.58;;
306.9;306900;320269;17.74;19.23;19.49;;
306.903;306903;320272;17.65;19.23;19.49;;
306.906;306906;320275;17.65;19.23;19.58;;
306.909;306909;320278;17.74;19.23;19.49;;
306.913;306913;320282;17.74;19.23;19.49;;
306.916;306916;320285;17.74;19.23;19.49;;
306.919;306919;320288;17.65;19.23;19.58;;
306.922;306922;320291;17.74;19.23;19.58;;
306.925;306925;320294;17.74;19.14;19.49;;
306.928;306928;320297;17.65;19.23;19.49;;
306.933;306933;320302;17.74;19.23;19.49;;
306.936;306936;320305;17.74;19.23;19.58;;
306.939;306939;320308;17.65;19.23;19.49;;
306.942;306942;320311;17.74;19.23;19.49;;
306.946;306946;320315;17.74;19.23;19.49;;
306.949;306949;320318;17.74;19.23;19.49;;
306.952;306952;320321;17.74;19.23;19.58;;
306.955;306955;320324;17.74;19.14;19.49;;
306.958;306958;320327;17.74;19.14;19.49;;
306.961;306961;320330;17.74;19.23;19.49;;
306.965;306965;320334;17.65;19.14;19.49;;
306.968;306968;320337;17.74;19.23;19.49;;
306.971;306971;320340;17.65;19.23;19.49;;
306.975;306975;320344;17.74;19.23;19.49;;
306.978;306978;320347;17.65;19.23;19.49;;
306.982;306982;320351;17.74;19.14;19.49;;
306.985;306985;320354;17.74;19.23;19.58;;
306.988;306988;320357;17.74;19.23;19.49;;
306.991;306991;320360;17.74;19.23;19.58;;
306.994;306994;320363;17.74;19.23;19.49;;
306.998;306998;320367;17.74;19.23;19.49;;
307.001;307001;320370;17.74;19.23;19.49;;
307.004;307004;320373;17.74;19.23;19.49;;
307.007;307007;320376;17.74;19.23;19.49;;
307.01;307010;320379;17.74;19.14;19.49;;
307.015;307015;320384;17.74;19.23;19.49;;
307.018;307018;320387;17.65;19.14;19.58;;
307.021;307021;320390;17.65;19.23;19.49;;
307.024;307024;320393;17.65;19.23;19.49;;
307.027;307027;320396;17.65;19.23;19.49;;
307.031;307031;320400;17.74;19.23;19.58;;
307.034;307034;320403;17.74;19.23;19.49;;
307.037;307037;320406;17.74;19.14;19.58;;
307.04;307040;320409;17.74;19.14;19.49;;
307.043;307043;320412;17.74;19.23;19.58;;
307.046;307046;320415;17.74;19.23;19.58;;
307.05;307050;320419;17.74;19.23;19.49;;
307.053;307053;320422;17.74;19.23;19.49;;
307.056;307056;320425;17.74;19.23;19.49;;
307.06;307060;320429;17.74;19.23;19.49;;
307.064;307064;320433;17.74;19.23;19.49;;
307.067;307067;320436;17.74;19.23;19.58;;
307.07;307070;320439;17.74;19.23;19.49;;
307.073;307073;320442;17.74;19.23;19.49;;
307.076;307076;320445;17.74;19.23;19.49;;
307.079;307079;320448;17.74;19.23;19.49;;
307.083;307083;320452;17.74;19.23;19.58;;
307.086;307086;320455;17.74;19.14;19.49;;
307.089;307089;320458;17.74;19.23;19.49;;
307.092;307092;320461;17.65;19.23;19.58;;
307.095;307095;320464;17.65;19.23;19.49;;
307.099;307099;320468;17.74;19.14;19.58;;
307.103;307103;320472;17.65;19.14;19.58;;
307.106;307106;320475;17.74;19.14;19.49;;
307.109;307109;320478;17.74;19.23;19.49;;
307.112;307112;320481;17.74;19.14;19.58;;
307.116;307116;320485;17.65;19.23;19.58;;
307.119;307119;320488;17.65;19.14;19.49;;
307.122;307122;320491;17.74;19.23;19.58;;
307.125;307125;320494;17.65;19.14;19.58;;
307.128;307128;320497;17.74;19.23;19.49;;
307.132;307132;320501;17.74;19.23;19.58;;
307.135;307135;320504;17.74;19.23;19.49;;
307.138;307138;320507;17.74;19.23;19.49;;
307.141;307141;320510;17.74;19.23;19.49;;
307.145;307145;320514;17.74;19.14;19.58;;
307.149;307149;320518;17.74;19.23;19.49;;
307.152;307152;320521;17.74;19.14;19.49;;
307.155;307155;320524;17.74;19.14;19.58;;
307.158;307158;320527;17.74;19.23;19.49;;
307.161;307161;320530;17.74;19.23;19.58;;
307.165;307165;320534;17.65;19.14;19.49;;
307.168;307168;320537;17.65;19.23;19.58;;
307.171;307171;320540;17.74;19.23;19.49;;
307.174;307174;320543;17.74;19.23;19.58;;
307.177;307177;320546;17.74;19.23;19.49;;
307.18;307180;320549;17.74;19.14;19.49;;
307.184;307184;320553;17.74;19.23;19.49;;
307.188;307188;320557;17.65;19.14;19.49;;
307.191;307191;320560;17.74;19.23;19.49;;
307.194;307194;320563;17.65;19.23;19.58;;
307.198;307198;320567;17.74;19.23;19.49;;
307.201;307201;320570;17.74;19.23;19.58;;
307.204;307204;320573;17.74;19.23;19.58;;
307.207;307207;320576;17.74;19.23;19.49;;
307.21;307210;320579;17.74;19.14;19.49;;
307.213;307213;320582;17.65;19.23;19.49;;
307.217;307217;320586;17.74;19.23;19.49;;
307.22;307220;320589;17.74;19.14;19.49;;
307.223;307223;320592;17.74;19.23;19.49;;
307.226;307226;320595;17.74;19.23;19.49;;
307.23;307230;320599;17.65;19.23;19.58;;
307.234;307234;320603;17.74;19.14;19.49;;
307.237;307237;320606;17.65;19.23;19.58;;
307.24;307240;320609;17.74;19.23;19.49;;
307.243;307243;320612;17.65;19.23;19.58;;
307.246;307246;320615;17.74;19.14;19.49;;
307.25;307250;320619;17.65;19.14;19.49;;
307.253;307253;320622;17.74;19.23;19.49;;
307.256;307256;320625;17.74;19.23;19.49;;
307.259;307259;320628;17.65;19.23;19.49;;
307.262;307262;320631;17.74;19.23;19.49;;
307.266;307266;320635;17.74;19.23;19.49;;
307.269;307269;320638;17.65;19.23;19.58;;
307.273;307273;320642;17.74;19.14;19.49;;
307.276;307276;320645;17.74;19.23;19.49;;
307.279;307279;320648;17.74;19.23;19.58;;
307.283;307283;320652;17.74;19.14;19.49;;
307.286;307286;320655;17.74;19.23;19.49;;
307.289;307289;320658;17.65;19.23;19.49;;
307.292;307292;320661;17.74;19.23;19.58;;
307.295;307295;320664;17.74;19.23;19.49;;
307.299;307299;320668;17.74;19.14;19.49;;
307.302;307302;320671;17.65;19.23;19.49;;
307.305;307305;320674;17.74;19.23;19.49;;
307.308;307308;320677;17.74;19.14;19.49;;
307.311;307311;320680;17.74;19.23;19.49;;
307.315;307315;320684;17.74;19.23;19.58;;
307.319;307319;320688;17.74;19.23;19.49;;
307.322;307322;320691;17.65;19.23;19.58;;
307.325;307325;320694;17.74;19.23;19.49;;
307.328;307328;320697;17.74;19.23;19.49;;
307.331;307331;320700;17.74;19.23;19.49;;
307.335;307335;320704;17.65;19.23;19.49;;
307.338;307338;320707;17.74;19.23;19.49;;
307.341;307341;320710;17.74;19.23;19.49;;
307.344;307344;320713;17.74;19.23;19.49;;
307.347;307347;320716;17.74;19.23;19.58;;
307.351;307351;320720;17.74;19.23;19.49;;
307.354;307354;320723;17.65;19.23;19.58;;
307.358;307358;320727;17.65;19.23;19.49;;
307.361;307361;320730;17.74;19.23;19.58;;
307.364;307364;320733;17.74;19.23;19.49;;
307.368;307368;320737;17.74;19.23;19.58;;
307.371;307371;320740;17.74;19.23;19.49;;
307.374;307374;320743;17.74;19.14;19.49;;
307.377;307377;320746;17.74;19.23;19.58;;
307.38;307380;320749;17.74;19.23;19.49;;
307.384;307384;320753;17.65;19.14;19.49;;
307.387;307387;320756;17.74;19.14;19.49;;
307.39;307390;320759;17.65;19.23;19.49;;
307.393;307393;320762;17.74;19.23;19.49;;
307.396;307396;320765;17.65;19.23;19.49;;
307.401;307401;320770;17.74;19.23;19.49;;
307.404;307404;320773;17.65;19.14;19.49;;
307.407;307407;320776;17.74;19.14;19.49;;
307.41;307410;320779;17.74;19.23;19.49;;
307.413;307413;320782;17.65;19.23;19.49;;
307.417;307417;320786;17.65;19.23;19.49;;
307.42;307420;320789;17.74;19.14;19.49;;
307.423;307423;320792;17.65;19.14;19.49;;
307.426;307426;320795;17.74;19.14;19.49;;
307.429;307429;320798;17.74;19.23;19.49;;
307.432;307432;320801;17.65;19.23;19.49;;
307.436;307436;320805;17.74;19.23;19.49;;
307.439;307439;320808;17.65;19.23;19.49;;
307.443;307443;320812;17.65;19.23;19.49;;
307.446;307446;320815;17.74;19.23;19.49;;
307.45;307450;320819;17.65;19.23;19.49;;
307.453;307453;320822;17.74;19.23;19.49;;
307.456;307456;320825;17.74;19.23;19.49;;
307.459;307459;320828;17.74;19.23;19.49;;
307.462;307462;320831;17.74;19.23;19.49;;
307.465;307465;320834;17.65;19.23;19.49;;
307.469;307469;320838;17.65;19.14;19.49;;
307.472;307472;320841;17.74;19.23;19.49;;
307.475;307475;320844;17.74;19.23;19.58;;
307.478;307478;320847;17.65;19.23;19.49;;
307.481;307481;320850;17.74;19.23;19.58;;
307.486;307486;320855;17.65;19.23;19.49;;
307.489;307489;320858;17.65;19.23;19.49;;
307.492;307492;320861;17.65;19.23;19.49;;
307.495;307495;320864;17.74;19.14;19.49;;
307.498;307498;320867;17.65;19.23;19.49;;
307.502;307502;320871;17.74;19.23;19.49;;
307.505;307505;320874;17.65;19.23;19.49;;
307.508;307508;320877;17.74;19.23;19.49;;
307.511;307511;320880;17.65;19.23;19.49;;
307.514;307514;320883;17.74;19.23;19.49;;
307.518;307518;320887;17.74;19.23;19.58;;
307.521;307521;320890;17.65;19.23;19.49;;
307.524;307524;320893;17.65;19.23;19.49;;
307.528;307528;320897;17.74;19.14;19.49;;
307.531;307531;320900;17.65;19.23;19.49;;
307.535;307535;320904;17.74;19.14;19.58;;
307.538;307538;320907;17.65;19.14;19.49;;
307.541;307541;320910;17.74;19.23;19.49;;
307.544;307544;320913;17.65;19.23;19.49;;
307.547;307547;320916;17.74;19.23;19.58;;
307.55;307550;320919;17.65;19.14;19.49;;
307.554;307554;320923;17.74;19.23;19.49;;
307.557;307557;320926;17.65;19.23;19.49;;
307.56;307560;320929;17.74;19.14;19.49;;
307.563;307563;320932;17.74;19.23;19.49;;
307.566;307566;320935;17.65;19.23;19.49;;
307.571;307571;320940;17.65;19.14;19.49;;
307.574;307574;320943;17.74;19.14;19.49;;
307.577;307577;320946;17.65;19.14;19.49;;
307.58;307580;320949;17.65;19.23;19.49;;
307.583;307583;320952;17.74;19.23;19.49;;
307.587;307587;320956;17.74;19.23;19.49;;
307.59;307590;320959;17.74;19.14;19.49;;
307.593;307593;320962;17.74;19.23;19.49;;
307.596;307596;320965;17.65;19.14;19.58;;
307.599;307599;320968;17.65;19.23;19.49;;
307.603;307603;320972;17.65;19.23;19.49;;
307.606;307606;320975;17.65;19.23;19.49;;
307.609;307609;320978;17.74;19.23;19.49;;
307.613;307613;320982;17.65;19.23;19.49;;
307.616;307616;320985;17.74;19.14;19.58;;
307.62;307620;320989;17.65;19.23;19.49;;
307.623;307623;320992;17.74;19.14;19.49;;
307.626;307626;320995;17.65;19.23;19.58;;
307.629;307629;320998;17.65;19.14;19.49;;
307.632;307632;321001;17.65;19.23;19.58;;
307.636;307636;321005;17.65;19.23;19.49;;
307.639;307639;321008;17.65;19.14;19.49;;
307.642;307642;321011;17.74;19.14;19.49;;
307.645;307645;321014;17.65;19.23;19.49;;
307.648;307648;321017;17.74;19.23;19.49;;
307.651;307651;321020;17.65;19.14;19.49;;
307.656;307656;321025;17.74;19.23;19.49;;
307.659;307659;321028;17.74;19.14;19.49;;
307.662;307662;321031;17.74;19.23;19.49;;
307.665;307665;321034;17.74;19.23;19.58;;
307.668;307668;321037;17.65;19.23;19.49;;
307.672;307672;321041;17.65;19.23;19.49;;
307.675;307675;321044;17.65;19.23;19.49;;
307.678;307678;321047;17.74;19.23;19.49;;
307.681;307681;321050;17.65;19.14;19.49;;
307.684;307684;321053;17.74;19.23;19.49;;
307.688;307688;321057;17.65;19.23;19.49;;
307.691;307691;321060;17.74;19.14;19.49;;
307.694;307694;321063;17.74;19.23;19.49;;
307.698;307698;321067;17.74;19.23;19.49;;
307.701;307701;321070;17.74;19.23;19.49;;
307.705;307705;321074;17.65;19.23;19.58;;
307.708;307708;321077;17.65;19.23;19.49;;
307.711;307711;321080;17.74;19.23;19.49;;
307.714;307714;321083;17.65;19.14;19.49;;
307.717;307717;321086;17.65;19.23;19.49;;
307.721;307721;321090;17.74;19.23;19.49;;
307.724;307724;321093;17.74;19.23;19.58;;
307.727;307727;321096;17.74;19.23;19.49;;
307.73;307730;321099;17.65;19.23;19.58;;
307.733;307733;321102;17.74;19.23;19.49;;
307.736;307736;321105;17.65;19.23;19.49;;
307.741;307741;321110;17.74;19.23;19.49;;
307.744;307744;321113;17.74;19.14;19.49;;
307.747;307747;321116;17.65;19.23;19.58;;
307.75;307750;321119;17.74;19.23;19.58;;
307.754;307754;321123;17.74;19.14;19.49;;
307.757;307757;321126;17.65;19.23;19.49;;
307.76;307760;321129;17.65;19.23;19.49;;
307.763;307763;321132;17.74;19.23;19.49;;
307.766;307766;321135;17.65;19.23;19.58;;
307.769;307769;321138;17.74;19.23;19.58;;
307.773;307773;321142;17.74;19.23;19.49;;
307.776;307776;321145;17.74;19.14;19.49;;
307.779;307779;321148;17.65;19.23;19.58;;
307.783;307783;321152;17.74;19.14;19.49;;
307.787;307787;321156;17.65;19.23;19.49;;
307.79;307790;321159;17.65;19.23;19.49;;
307.793;307793;321162;17.74;19.23;19.58;;
307.796;307796;321165;17.74;19.14;19.49;;
307.799;307799;321168;17.74;19.23;19.49;;
307.802;307802;321171;17.74;19.23;19.49;;
307.806;307806;321175;17.65;19.23;19.49;;
307.809;307809;321178;17.65;19.23;19.49;;
307.812;307812;321181;17.65;19.14;19.58;;
307.815;307815;321184;17.65;19.14;19.49;;
307.818;307818;321187;17.74;19.23;19.49;;
307.822;307822;321191;17.74;19.23;19.49;;
307.826;307826;321195;17.74;19.14;19.49;;
307.829;307829;321198;17.65;19.23;19.49;;
307.832;307832;321201;17.74;19.14;19.49;;
307.835;307835;321204;17.74;19.23;19.49;;
307.839;307839;321208;17.74;19.14;19.49;;
307.842;307842;321211;17.74;19.23;19.49;;
307.845;307845;321214;17.74;19.23;19.49;;
307.848;307848;321217;17.74;19.23;19.49;;
307.851;307851;321220;17.74;19.23;19.49;;
307.855;307855;321224;17.74;19.23;19.49;;
307.858;307858;321227;17.74;19.14;19.58;;
307.861;307861;321230;17.65;19.23;19.49;;
307.864;307864;321233;17.74;19.14;19.58;;
307.867;307867;321236;17.74;19.23;19.49;;
307.872;307872;321241;17.74;19.23;19.49;;
307.875;307875;321244;17.65;19.14;19.49;;
307.878;307878;321247;17.74;19.23;19.49;;
307.881;307881;321250;17.65;19.14;19.58;;
307.884;307884;321253;17.74;19.23;19.49;;
307.888;307888;321257;17.74;19.23;19.58;;
307.891;307891;321260;17.74;19.14;19.49;;
307.894;307894;321263;17.74;19.23;19.49;;
307.897;307897;321266;17.74;19.14;19.58;;
307.9;307900;321269;17.65;19.23;19.49;;
307.903;307903;321272;17.74;19.23;19.49;;
307.907;307907;321276;17.65;19.23;19.49;;
307.911;307911;321280;17.65;19.23;19.49;;
307.914;307914;321283;17.65;19.14;19.49;;
307.917;307917;321286;17.74;19.23;19.49;;
307.921;307921;321290;17.65;19.23;19.58;;
307.924;307924;321293;17.65;19.23;19.49;;
307.927;307927;321296;17.65;19.23;19.49;;
307.93;307930;321299;17.65;19.23;19.49;;
307.933;307933;321302;17.74;19.23;19.58;;
307.936;307936;321305;17.74;19.23;19.49;;
307.94;307940;321309;17.65;19.23;19.49;;
307.943;307943;321312;17.74;19.23;19.49;;
307.946;307946;321315;17.74;19.23;19.58;;
307.949;307949;321318;17.74;19.14;19.58;;
307.952;307952;321321;17.65;19.23;19.49;;
307.957;307957;321326;17.74;19.23;19.58;;
307.96;307960;321329;17.74;19.23;19.58;;
307.963;307963;321332;17.65;19.23;19.49;;
307.966;307966;321335;17.74;19.23;19.49;;
307.969;307969;321338;17.65;19.23;19.49;;
307.973;307973;321342;17.74;19.14;19.49;;
307.976;307976;321345;17.74;19.23;19.49;;
307.979;307979;321348;17.74;19.23;19.49;;
307.982;307982;321351;17.65;19.23;19.49;;
307.985;307985;321354;17.65;19.14;19.49;;
307.989;307989;321358;17.65;19.14;19.49;;
307.992;307992;321361;17.74;19.23;19.49;;
307.995;307995;321364;17.74;19.23;19.58;;
307.999;307999;321368;17.74;19.23;19.49;;
308.002;308002;321371;17.65;19.23;19.58;;
308.006;308006;321375;17.74;19.23;19.58;;
308.009;308009;321378;17.74;19.14;19.49;;
308.012;308012;321381;17.74;19.23;19.49;;
308.015;308015;321384;17.74;19.14;19.49;;
308.018;308018;321387;17.74;19.23;19.49;;
308.022;308022;321391;17.65;19.14;19.58;;
308.025;308025;321394;17.74;19.14;19.49;;
308.028;308028;321397;17.74;19.23;19.58;;
308.031;308031;321400;17.74;19.23;19.49;;
308.034;308034;321403;17.74;19.23;19.58;;
308.037;308037;321406;17.74;19.14;19.49;;
308.042;308042;321411;17.74;19.23;19.49;;
308.045;308045;321414;17.74;19.23;19.49;;
308.048;308048;321417;17.65;19.14;19.49;;
308.051;308051;321420;17.74;19.23;19.49;;
308.055;308055;321424;17.74;19.23;19.49;;
308.058;308058;321427;17.74;19.23;19.49;;
308.061;308061;321430;17.74;19.14;19.49;;
308.064;308064;321433;17.65;19.23;19.49;;
308.067;308067;321436;17.65;19.14;19.49;;
308.07;308070;321439;17.65;19.23;19.49;;
308.074;308074;321443;17.74;19.23;19.58;;
308.077;308077;321446;17.74;19.23;19.49;;
308.08;308080;321449;17.74;19.23;19.58;;
308.084;308084;321453;17.65;19.23;19.49;;
308.088;308088;321457;17.74;19.23;19.49;;
308.091;308091;321460;17.74;19.23;19.49;;
308.094;308094;321463;17.74;19.14;19.58;;
308.097;308097;321466;17.65;19.23;19.58;;
308.1;308100;321469;17.65;19.14;19.49;;
308.103;308103;321472;17.74;19.23;19.49;;
308.107;308107;321476;17.65;19.14;19.49;;
308.11;308110;321479;17.74;19.14;19.49;;
308.113;308113;321482;17.74;19.14;19.58;;
308.116;308116;321485;17.74;19.23;19.49;;
308.119;308119;321488;17.65;19.14;19.49;;
308.123;308123;321492;17.65;19.23;19.49;;
308.127;308127;321496;17.65;19.23;19.58;;
308.13;308130;321499;17.74;19.23;19.58;;
308.133;308133;321502;17.74;19.14;19.49;;
308.136;308136;321505;17.65;19.23;19.49;;
308.14;308140;321509;17.74;19.23;19.49;;
308.143;308143;321512;17.74;19.14;19.49;;
308.146;308146;321515;17.74;19.23;19.49;;
308.149;308149;321518;17.65;19.23;19.49;;
308.152;308152;321521;17.74;19.23;19.58;;
308.156;308156;321525;17.65;19.14;19.49;;
308.159;308159;321528;17.74;19.23;19.49;;
308.162;308162;321531;17.74;19.23;19.58;;
308.165;308165;321534;17.65;19.23;19.49;;
308.169;308169;321538;17.65;19.23;19.49;;
308.173;308173;321542;17.74;19.23;19.58;;
308.176;308176;321545;17.65;19.23;19.49;;
308.179;308179;321548;17.65;19.23;19.49;;
308.182;308182;321551;17.74;19.23;19.49;;
308.185;308185;321554;17.65;19.14;19.49;;
308.189;308189;321558;17.74;19.23;19.49;;
308.192;308192;321561;17.74;19.23;19.49;;
308.195;308195;321564;17.74;19.14;19.58;;
308.198;308198;321567;17.74;19.14;19.49;;
308.201;308201;321570;17.65;19.14;19.49;;
308.204;308204;321573;17.65;19.23;19.58;;
308.208;308208;321577;17.65;19.14;19.49;;
308.212;308212;321581;17.65;19.14;19.49;;
308.215;308215;321584;17.74;19.23;19.49;;
308.218;308218;321587;17.65;19.23;19.49;;
308.221;308221;321590;17.65;19.14;19.49;;
308.225;308225;321594;17.65;19.14;19.49;;
308.228;308228;321597;17.74;19.14;19.49;;
308.231;308231;321600;17.65;19.23;19.49;;
308.234;308234;321603;17.74;19.23;19.49;;
308.237;308237;321606;17.65;19.23;19.49;;
308.241;308241;321610;17.74;19.23;19.49;;
308.244;308244;321613;17.65;19.23;19.49;;
308.247;308247;321616;17.74;19.23;19.49;;
308.25;308250;321619;17.74;19.23;19.49;;
308.254;308254;321623;17.65;19.14;19.49;;
308.258;308258;321627;17.65;19.14;19.58;;
308.261;308261;321630;17.65;19.23;19.49;;
308.264;308264;321633;17.65;19.23;19.58;;
308.267;308267;321636;17.74;19.23;19.49;;
308.27;308270;321639;17.65;19.14;19.49;;
308.274;308274;321643;17.74;19.23;19.58;;
308.277;308277;321646;17.65;19.14;19.58;;
308.28;308280;321649;17.74;19.23;19.49;;
308.283;308283;321652;17.65;19.23;19.49;;
308.286;308286;321655;17.74;19.14;19.49;;
308.289;308289;321658;17.65;19.14;19.58;;
308.293;308293;321662;17.65;19.14;19.49;;
308.297;308297;321666;17.74;19.23;19.49;;
308.3;308300;321669;17.65;19.23;19.49;;
308.303;308303;321672;17.65;19.23;19.49;;
308.307;308307;321676;17.65;19.23;19.49;;
308.31;308310;321679;17.65;19.23;19.49;;
308.313;308313;321682;17.65;19.14;19.58;;
308.316;308316;321685;17.65;19.23;19.49;;
308.319;308319;321688;17.74;19.23;19.58;;
308.322;308322;321691;17.74;19.23;19.49;;
308.326;308326;321695;17.65;19.23;19.49;;
