temps (s);temps (ms);temps;ACTU;T2;LASER
148.964;148964;167165;29.67;27.65;26.57
148.968;148968;167169;29.67;27.56;26.48
148.972;148972;167173;29.67;27.65;26.57
148.975;148975;167176;29.67;27.65;26.57
148.978;148978;167179;29.67;27.56;26.57
148.981;148981;167182;29.67;27.65;26.57
148.984;148984;167185;29.67;27.65;26.48
148.988;148988;167189;29.67;27.65;26.57
148.991;148991;167192;29.67;27.65;26.57
148.994;148994;167195;29.67;27.65;26.57
148.997;148997;167198;29.67;27.56;26.48
149;149000;167201;29.67;27.56;26.57
149.004;149004;167205;29.67;27.65;26.57
149.007;149007;167208;29.67;27.65;26.48
149.011;149011;167212;29.67;27.65;26.57
149.014;149014;167215;29.67;27.65;26.57
149.018;149018;167219;29.67;27.65;26.57
149.021;149021;167222;29.67;27.65;26.57
149.024;149024;167225;29.67;27.65;26.48
149.027;149027;167228;29.67;27.65;26.57
149.03;149030;167231;29.67;27.65;26.57
149.034;149034;167235;29.67;27.65;26.57
149.037;149037;167238;29.67;27.65;26.48
149.04;149040;167241;29.67;27.65;26.57
149.043;149043;167244;29.67;27.65;26.57
149.046;149046;167247;29.67;27.56;26.57
149.05;149050;167251;29.67;27.65;26.57
149.054;149054;167255;29.67;27.65;26.57
149.057;149057;167258;29.58;27.65;26.57
149.06;149060;167261;29.67;27.56;26.57
149.064;149064;167265;29.58;27.65;26.57
149.067;149067;167268;29.67;27.65;26.57
149.07;149070;167271;29.67;27.65;26.57
149.073;149073;167274;29.67;27.65;26.57
149.076;149076;167277;29.67;27.65;26.57
149.08;149080;167281;29.67;27.65;26.57
149.083;149083;167284;29.67;27.65;26.57
149.086;149086;167287;29.67;27.65;26.57
149.089;149089;167290;29.67;27.65;26.57
149.092;149092;167293;29.67;27.56;26.57
149.097;149097;167298;29.67;27.65;26.57
149.1;149100;167301;29.67;27.65;26.57
149.103;149103;167304;29.67;27.65;26.57
149.106;149106;167307;29.67;27.65;26.57
149.109;149109;167310;29.67;27.65;26.57
149.113;149113;167314;29.67;27.65;26.48
149.116;149116;167317;29.67;27.65;26.57
149.119;149119;167320;29.67;27.65;26.57
149.122;149122;167323;29.67;27.65;26.57
149.125;149125;167326;29.67;27.56;26.48
149.129;149129;167330;29.67;27.65;26.57
149.132;149132;167333;29.67;27.65;26.48
149.135;149135;167336;29.67;27.65;26.57
149.139;149139;167340;29.67;27.65;26.48
149.143;149143;167344;29.67;27.65;26.57
149.146;149146;167347;29.67;27.65;26.48
149.149;149149;167350;29.67;27.56;26.57
149.152;149152;167353;29.67;27.65;26.57
149.155;149155;167356;29.67;27.65;26.57
149.159;149159;167360;29.67;27.65;26.48
149.162;149162;167363;29.67;27.56;26.57
149.165;149165;167366;29.67;27.65;26.57
149.168;149168;167369;29.67;27.65;26.57
149.171;149171;167372;29.67;27.65;26.48
149.175;149175;167376;29.67;27.65;26.57
149.178;149178;167379;29.67;27.65;26.48
149.182;149182;167383;29.67;27.56;26.48
149.185;149185;167386;29.67;27.56;26.48
149.189;149189;167390;29.67;27.65;26.48
149.192;149192;167393;29.67;27.65;26.57
149.195;149195;167396;29.67;27.56;26.57
149.198;149198;167399;29.67;27.65;26.57
149.201;149201;167402;29.67;27.56;26.57
149.205;149205;167406;29.67;27.56;26.57
149.208;149208;167409;29.67;27.56;26.57
149.211;149211;167412;29.67;27.56;26.57
149.214;149214;167415;29.67;27.65;26.57
149.217;149217;167418;29.67;27.65;26.57
149.221;149221;167422;29.67;27.65;26.48
149.225;149225;167426;29.67;27.65;26.57
149.228;149228;167429;29.67;27.65;26.57
149.231;149231;167432;29.67;27.65;26.57
149.235;149235;167436;29.67;27.65;26.48
149.238;149238;167439;29.67;27.65;26.57
149.241;149241;167442;29.67;27.65;26.57
149.244;149244;167445;29.67;27.65;26.57
149.247;149247;167448;29.67;27.65;26.57
149.251;149251;167452;29.67;27.65;26.57
149.254;149254;167455;29.67;27.65;26.57
149.257;149257;167458;29.67;27.65;26.57
149.26;149260;167461;29.67;27.65;26.57
149.263;149263;167464;29.67;27.56;26.57
149.268;149268;167469;29.67;27.65;26.48
149.271;149271;167472;29.67;27.65;26.57
149.274;149274;167475;29.67;27.65;26.57
149.277;149277;167478;29.67;27.65;26.57
149.28;149280;167481;29.67;27.65;26.48
149.284;149284;167485;29.67;27.65;26.57
149.287;149287;167488;29.67;27.65;26.57
149.29;149290;167491;29.67;27.65;26.57
149.293;149293;167494;29.67;27.65;26.57
149.296;149296;167497;29.67;27.65;26.57
149.3;149300;167501;29.67;27.65;26.57
149.303;149303;167504;29.67;27.56;26.57
149.306;149306;167507;29.67;27.65;26.57
149.31;149310;167511;29.67;27.56;26.57
149.314;149314;167515;29.67;27.56;26.57
149.317;149317;167518;29.67;27.56;26.48
149.32;149320;167521;29.67;27.65;26.57
149.323;149323;167524;29.67;27.65;26.48
149.326;149326;167527;29.67;27.65;26.57
149.33;149330;167531;29.67;27.65;26.57
149.333;149333;167534;29.67;27.65;26.57
149.336;149336;167537;29.67;27.56;26.57
149.339;149339;167540;29.67;27.65;26.57
149.342;149342;167543;29.67;27.65;26.57
149.346;149346;167547;29.67;27.65;26.48
149.349;149349;167550;29.67;27.65;26.57
149.353;149353;167554;29.67;27.56;26.57
149.356;149356;167557;29.67;27.56;26.48
149.36;149360;167561;29.58;27.65;26.57
149.363;149363;167564;29.67;27.65;26.48
149.366;149366;167567;29.67;27.65;26.57
149.369;149369;167570;29.67;27.65;26.57
149.372;149372;167573;29.67;27.65;26.57
149.376;149376;167577;29.67;27.65;26.48
149.379;149379;167580;29.67;27.65;26.57
149.382;149382;167583;29.67;27.65;26.48
149.385;149385;167586;29.67;27.65;26.57
149.388;149388;167589;29.67;27.65;26.57
149.392;149392;167593;29.67;27.65;26.57
149.396;149396;167597;29.67;27.65;26.57
149.399;149399;167600;29.67;27.65;26.57
149.402;149402;167603;29.67;27.65;26.57
149.406;149406;167607;29.67;27.56;26.57
149.409;149409;167610;29.67;27.65;26.57
149.412;149412;167613;29.67;27.65;26.57
149.415;149415;167616;29.67;27.65;26.48
149.418;149418;167619;29.67;27.65;26.48
149.422;149422;167623;29.67;27.65;26.48
149.425;149425;167626;29.67;27.65;26.57
149.428;149428;167629;29.67;27.65;26.57
149.431;149431;167632;29.67;27.65;26.48
149.434;149434;167635;29.67;27.65;26.57
149.439;149439;167640;29.67;27.65;26.57
149.442;149442;167643;29.67;27.65;26.57
149.445;149445;167646;29.67;27.65;26.57
149.448;149448;167649;29.67;27.65;26.57
149.451;149451;167652;29.67;27.65;26.48
149.455;149455;167656;29.67;27.65;26.57
149.458;149458;167659;29.67;27.65;26.48
149.461;149461;167662;29.67;27.65;26.57
149.464;149464;167665;29.67;27.65;26.57
149.467;149467;167668;29.67;27.65;26.57
149.471;149471;167672;29.67;27.65;26.57
149.474;149474;167675;29.67;27.65;26.57
149.477;149477;167678;29.67;27.65;26.57
149.481;149481;167682;29.67;27.65;26.57
149.485;149485;167686;29.67;27.65;26.48
149.488;149488;167689;29.67;27.65;26.57
149.491;149491;167692;29.67;27.65;26.57
149.494;149494;167695;29.67;27.65;26.57
149.497;149497;167698;29.67;27.65;26.57
149.501;149501;167702;29.67;27.56;26.48
149.504;149504;167705;29.67;27.65;26.57
149.507;149507;167708;29.67;27.65;26.57
149.51;149510;167711;29.67;27.65;26.57
149.513;149513;167714;29.67;27.65;26.57
149.517;149517;167718;29.67;27.65;26.57
149.52;149520;167721;29.67;27.65;26.57
149.524;149524;167725;29.67;27.65;26.57
149.527;149527;167728;29.67;27.65;26.57
149.531;149531;167732;29.67;27.65;26.57
149.534;149534;167735;29.67;27.65;26.57
149.537;149537;167738;29.67;27.65;26.57
149.54;149540;167741;29.67;27.65;26.57
149.543;149543;167744;29.67;27.65;26.57
149.547;149547;167748;29.67;27.65;26.48
149.55;149550;167751;29.67;27.65;26.57
149.553;149553;167754;29.67;27.65;26.57
149.556;149556;167757;29.67;27.65;26.57
149.559;149559;167760;29.67;27.65;26.57
149.563;149563;167764;29.58;27.65;26.57
149.567;149567;167768;29.67;27.65;26.57
149.57;149570;167771;29.67;27.65;26.57
149.573;149573;167774;29.67;27.65;26.57
149.577;149577;167778;29.67;27.65;26.57
149.58;149580;167781;29.67;27.65;26.48
149.583;149583;167784;29.67;27.56;26.57
149.586;149586;167787;29.67;27.65;26.57
149.589;149589;167790;29.67;27.65;26.48
149.593;149593;167794;29.67;27.65;26.57
149.596;149596;167797;29.67;27.65;26.48
149.599;149599;167800;29.67;27.65;26.57
149.602;149602;167803;29.67;27.65;26.57
149.605;149605;167806;29.67;27.65;26.57
149.61;149610;167811;29.67;27.65;26.57
149.613;149613;167814;29.67;27.65;26.57
149.616;149616;167817;29.67;27.65;26.57
149.619;149619;167820;29.67;27.65;26.57
149.622;149622;167823;29.67;27.65;26.57
149.626;149626;167827;29.67;27.65;26.57
149.629;149629;167830;29.67;27.65;26.57
149.632;149632;167833;29.67;27.65;26.57
149.635;149635;167836;29.67;27.65;26.57
149.639;149639;167840;29.67;27.65;26.57
149.642;149642;167843;29.58;27.65;26.57
149.645;149645;167846;29.67;27.65;26.57
149.648;149648;167849;29.67;27.65;26.57
149.652;149652;167853;29.67;27.65;26.57
149.656;149656;167857;29.67;27.65;26.57
149.659;149659;167860;29.67;27.65;26.57
149.662;149662;167863;29.67;27.65;26.57
149.665;149665;167866;29.67;27.65;26.57
149.668;149668;167869;29.67;27.65;26.57
149.672;149672;167873;29.67;27.65;26.57
149.675;149675;167876;29.67;27.65;26.57
149.678;149678;167879;29.67;27.65;26.57
149.681;149681;167882;29.67;27.65;26.57
149.684;149684;167885;29.67;27.65;26.57
149.688;149688;167889;29.67;27.65;26.57
149.691;149691;167892;29.67;27.65;26.57
149.695;149695;167896;29.67;27.65;26.57
149.698;149698;167899;29.67;27.65;26.57
149.702;149702;167903;29.67;27.65;26.57
149.705;149705;167906;29.67;27.65;26.57
149.708;149708;167909;29.67;27.65;26.57
149.711;149711;167912;29.67;27.65;26.57
149.714;149714;167915;29.67;27.65;26.57
149.718;149718;167919;29.67;27.65;26.57
149.721;149721;167922;29.67;27.65;26.57
149.724;149724;167925;29.67;27.65;26.57
149.727;149727;167928;29.67;27.65;26.57
149.73;149730;167931;29.67;27.65;26.48
149.735;149735;167936;29.67;27.65;26.57
149.738;149738;167939;29.67;27.65;26.57
149.741;149741;167942;29.67;27.65;26.57
149.744;149744;167945;29.67;27.65;26.57
149.748;149748;167949;29.67;27.65;26.57
149.751;149751;167952;29.67;27.65;26.57
149.754;149754;167955;29.67;27.65;26.48
149.757;149757;167958;29.67;27.65;26.57
149.76;149760;167961;29.67;27.65;26.57
149.764;149764;167965;29.67;27.65;26.57
149.767;149767;167968;29.67;27.65;26.57
149.77;149770;167971;29.67;27.65;26.57
149.773;149773;167974;29.67;27.65;26.57
149.776;149776;167977;29.67;27.56;26.57
149.781;149781;167982;29.67;27.65;26.57
149.784;149784;167985;29.67;27.65;26.57
149.787;149787;167988;29.67;27.65;26.57
149.79;149790;167991;29.67;27.65;26.57
149.794;149794;167995;29.67;27.65;26.57
149.797;149797;167998;29.67;27.65;26.57
149.8;149800;168001;29.67;27.65;26.57
149.803;149803;168004;29.67;27.65;26.57
149.806;149806;168007;29.67;27.65;26.57
149.81;149810;168011;29.67;27.65;26.48
149.813;149813;168014;29.67;27.65;26.57
149.816;149816;168017;29.67;27.65;26.57
149.819;149819;168020;29.67;27.65;26.57
149.823;149823;168024;29.67;27.65;26.57
149.827;149827;168028;29.67;27.65;26.57
149.83;149830;168031;29.67;27.65;26.57
149.833;149833;168034;29.67;27.65;26.57
149.836;149836;168037;29.67;27.65;26.57
149.84;149840;168041;29.67;27.65;26.57
149.843;149843;168044;29.67;27.65;26.57
149.846;149846;168047;29.67;27.65;26.57
149.849;149849;168050;29.67;27.65;26.57
149.852;149852;168053;29.67;27.65;26.57
149.856;149856;168057;29.67;27.65;26.57
149.859;149859;168060;29.67;27.65;26.57
149.863;149863;168064;29.67;27.65;26.57
149.866;149866;168067;29.67;27.65;26.57
149.869;149869;168070;29.67;27.65;26.57
149.873;149873;168074;29.67;27.65;26.57
149.876;149876;168077;29.67;27.65;26.57
149.879;149879;168080;29.67;27.65;26.57
149.882;149882;168083;29.67;27.65;26.57
149.885;149885;168086;29.67;27.65;26.57
149.889;149889;168090;29.67;27.65;26.57
149.892;149892;168093;29.67;27.65;26.57
149.895;149895;168096;29.67;27.65;26.57
149.898;149898;168099;29.67;27.65;26.57
149.901;149901;168102;29.67;27.65;26.57
149.906;149906;168107;29.67;27.65;26.57
149.909;149909;168110;29.67;27.65;26.57
149.912;149912;168113;29.67;27.65;26.57
149.915;149915;168116;29.67;27.65;26.57
149.919;149919;168120;29.67;27.65;26.57
149.922;149922;168123;29.67;27.65;26.57
149.925;149925;168126;29.67;27.65;26.57
149.928;149928;168129;29.67;27.65;26.57
149.931;149931;168132;29.67;27.65;26.57
149.935;149935;168136;29.67;27.65;26.57
149.938;149938;168139;29.67;27.65;26.57
149.941;149941;168142;29.67;27.65;26.57
149.944;149944;168145;29.67;27.65;26.57
149.947;149947;168148;29.67;27.65;26.57
149.952;149952;168153;29.67;27.65;26.57
149.955;149955;168156;29.67;27.65;26.57
149.958;149958;168159;29.67;27.65;26.57
149.961;149961;168162;29.67;27.65;26.57
149.965;149965;168166;29.67;27.65;26.57
149.968;149968;168169;29.67;27.65;26.57
149.971;149971;168172;29.67;27.65;26.57
149.974;149974;168175;29.67;27.65;26.57
149.977;149977;168178;29.67;27.65;26.57
149.981;149981;168182;29.67;27.65;26.57
149.984;149984;168185;29.67;27.65;26.57
149.987;149987;168188;29.67;27.65;26.57
149.991;149991;168192;29.67;27.65;26.57
149.995;149995;168196;29.67;27.65;26.57
149.998;149998;168199;29.67;27.65;26.57
150.001;150001;168202;29.67;27.65;26.57
150.004;150004;168205;29.67;27.65;26.57
150.007;150007;168208;29.67;27.65;26.57
150.011;150011;168212;29.67;27.65;26.57
150.014;150014;168215;29.67;27.65;26.57
150.017;150017;168218;29.67;27.65;26.57
150.02;150020;168221;29.67;27.65;26.57
150.023;150023;168224;29.67;27.65;26.57
150.027;150027;168228;29.67;27.65;26.57
150.03;150030;168231;29.67;27.65;26.57
150.034;150034;168235;29.67;27.65;26.57
150.037;150037;168238;29.67;27.65;26.57
150.041;150041;168242;29.67;27.65;26.57
150.044;150044;168245;29.67;27.65;26.57
150.047;150047;168248;29.67;27.65;26.57
150.05;150050;168251;29.67;27.65;26.57
150.053;150053;168254;29.67;27.65;26.57
150.057;150057;168258;29.67;27.65;26.57
150.06;150060;168261;29.67;27.65;26.57
150.063;150063;168264;29.67;27.65;26.57
150.066;150066;168267;29.67;27.65;26.48
150.069;150069;168270;29.67;27.65;26.57
150.073;150073;168274;29.67;27.65;26.57
150.077;150077;168278;29.67;27.65;26.57
150.08;150080;168281;29.67;27.65;26.57
150.083;150083;168284;29.67;27.65;26.57
150.086;150086;168287;29.67;27.65;26.57
150.09;150090;168291;29.67;27.65;26.57
150.093;150093;168294;29.67;27.65;26.57
150.096;150096;168297;29.67;27.65;26.57
150.099;150099;168300;29.67;27.65;26.57
150.102;150102;168303;29.67;27.65;26.48
150.106;150106;168307;29.67;27.65;26.57
150.109;150109;168310;29.67;27.65;26.57
150.112;150112;168313;29.67;27.65;26.57
150.115;150115;168316;29.67;27.65;26.48
150.12;150120;168321;29.67;27.65;26.57
150.123;150123;168324;29.67;27.65;26.57
150.126;150126;168327;29.67;27.65;26.57
150.129;150129;168330;29.67;27.65;26.57
150.132;150132;168333;29.67;27.56;26.57
150.136;150136;168337;29.67;27.65;26.57
150.139;150139;168340;29.67;27.65;26.57
150.142;150142;168343;29.67;27.65;26.57
150.145;150145;168346;29.67;27.65;26.57
150.148;150148;168349;29.67;27.65;26.57
150.152;150152;168353;29.67;27.65;26.57
150.155;150155;168356;29.67;27.65;26.57
150.158;150158;168359;29.67;27.65;26.57
150.162;150162;168363;29.67;27.65;26.57
150.166;150166;168367;29.67;27.65;26.57
150.169;150169;168370;29.67;27.65;26.57
150.172;150172;168373;29.67;27.65;26.48
150.175;150175;168376;29.67;27.65;26.57
150.178;150178;168379;29.67;27.65;26.48
150.182;150182;168383;29.67;27.65;26.57
150.185;150185;168386;29.67;27.65;26.57
150.188;150188;168389;29.67;27.65;26.57
150.191;150191;168392;29.67;27.65;26.57
150.194;150194;168395;29.67;27.65;26.57
150.198;150198;168399;29.67;27.65;26.57
150.201;150201;168402;29.67;27.65;26.57
150.205;150205;168406;29.67;27.65;26.57
150.208;150208;168409;29.67;27.65;26.57
150.212;150212;168413;29.67;27.65;26.57
150.215;150215;168416;29.67;27.65;26.57
150.218;150218;168419;29.67;27.65;26.57
150.221;150221;168422;29.67;27.65;26.57
150.224;150224;168425;29.67;27.65;26.57
150.228;150228;168429;29.67;27.65;26.57
150.231;150231;168432;29.67;27.65;26.48
150.234;150234;168435;29.67;27.65;26.57
150.237;150237;168438;29.67;27.65;26.57
150.24;150240;168441;29.67;27.65;26.57
150.244;150244;168445;29.67;27.65;26.57
150.248;150248;168449;29.67;27.65;26.57
150.251;150251;168452;29.67;27.65;26.57
150.254;150254;168455;29.67;27.65;26.57
150.257;150257;168458;29.67;27.65;26.57
150.261;150261;168462;29.67;27.65;26.57
150.264;150264;168465;29.67;27.65;26.57
150.267;150267;168468;29.67;27.65;26.57
150.27;150270;168471;29.67;27.65;26.57
150.274;150274;168475;29.67;27.65;26.57
150.277;150277;168478;29.67;27.65;26.57
150.28;150280;168481;29.67;27.65;26.57
150.283;150283;168484;29.67;27.65;26.57
150.286;150286;168487;29.67;27.65;26.57
150.291;150291;168492;29.67;27.65;26.57
150.294;150294;168495;29.58;27.65;26.57
150.297;150297;168498;29.67;27.65;26.57
150.3;150300;168501;29.67;27.65;26.57
150.303;150303;168504;29.67;27.65;26.57
150.307;150307;168508;29.67;27.65;26.57
150.31;150310;168511;29.67;27.65;26.57
150.313;150313;168514;29.67;27.65;26.57
150.316;150316;168517;29.67;27.65;26.57
150.319;150319;168520;29.67;27.65;26.57
150.323;150323;168524;29.67;27.65;26.57
150.326;150326;168527;29.67;27.65;26.57
150.329;150329;168530;29.67;27.65;26.57
150.333;150333;168534;29.67;27.65;26.57
150.337;150337;168538;29.67;27.65;26.57
150.34;150340;168541;29.67;27.65;26.57
150.343;150343;168544;29.67;27.65;26.57
150.346;150346;168547;29.67;27.65;26.57
150.349;150349;168550;29.67;27.65;26.57
150.353;150353;168554;29.67;27.65;26.57
150.356;150356;168557;29.67;27.65;26.57
150.359;150359;168560;29.67;27.65;26.57
150.362;150362;168563;29.67;27.65;26.57
150.365;150365;168566;29.67;27.65;26.57
150.369;150369;168570;29.67;27.65;26.57
150.372;150372;168573;29.67;27.65;26.57
150.376;150376;168577;29.67;27.65;26.57
150.379;150379;168580;29.67;27.65;26.57
150.383;150383;168584;29.67;27.65;26.57
150.386;150386;168587;29.67;27.65;26.57
150.389;150389;168590;29.67;27.56;26.57
150.392;150392;168593;29.67;27.65;26.57
150.395;150395;168596;29.67;27.65;26.57
150.399;150399;168600;29.67;27.65;26.57
150.402;150402;168603;29.67;27.65;26.57
150.405;150405;168606;29.67;27.65;26.57
150.408;150408;168609;29.67;27.65;26.57
150.411;150411;168612;29.67;27.65;26.57
150.415;150415;168616;29.67;27.65;26.57
150.419;150419;168620;29.67;27.65;26.57
150.422;150422;168623;29.67;27.65;26.57
150.425;150425;168626;29.67;27.65;26.57
150.429;150429;168630;29.67;27.65;26.57
150.432;150432;168633;29.67;27.65;26.57
150.435;150435;168636;29.67;27.65;26.57
150.438;150438;168639;29.67;27.65;26.57
150.441;150441;168642;29.67;27.65;26.57
150.445;150445;168646;29.67;27.65;26.57
150.448;150448;168649;29.67;27.65;26.57
150.451;150451;168652;29.67;27.65;26.57
150.454;150454;168655;29.67;27.65;26.57
150.457;150457;168658;29.67;27.65;26.57
150.462;150462;168663;29.67;27.65;26.57
150.465;150465;168666;29.67;27.65;26.57
150.468;150468;168669;29.67;27.65;26.48
150.471;150471;168672;29.67;27.65;26.57
150.475;150475;168676;29.67;27.65;26.48
150.478;150478;168679;29.67;27.65;26.57
150.481;150481;168682;29.67;27.65;26.57
150.484;150484;168685;29.67;27.65;26.57
150.487;150487;168688;29.67;27.65;26.57
150.491;150491;168692;29.67;27.65;26.57
150.494;150494;168695;29.67;27.65;26.57
150.497;150497;168698;29.67;27.65;26.57
150.5;150500;168701;29.67;27.65;26.57
150.504;150504;168705;29.67;27.65;26.57
150.508;150508;168709;29.67;27.65;26.57
150.511;150511;168712;29.67;27.65;26.57
150.514;150514;168715;29.67;27.65;26.57
150.517;150517;168718;29.67;27.65;26.48
150.52;150520;168721;29.67;27.65;26.57
150.524;150524;168725;29.67;27.65;26.57
150.527;150527;168728;29.67;27.65;26.57
150.53;150530;168731;29.67;27.65;26.57
150.533;150533;168734;29.67;27.65;26.57
150.536;150536;168737;29.67;27.65;26.57
150.54;150540;168741;29.67;27.65;26.57
150.543;150543;168744;29.67;27.65;26.57
150.547;150547;168748;29.67;27.65;26.57
150.55;150550;168751;29.67;27.65;26.57
150.554;150554;168755;29.67;27.65;26.57
150.557;150557;168758;29.67;27.65;26.57
150.56;150560;168761;29.67;27.65;26.57
150.563;150563;168764;29.67;27.65;26.57
150.566;150566;168767;29.67;27.65;26.57
150.57;150570;168771;29.67;27.65;26.57
150.573;150573;168774;29.67;27.65;26.57
150.576;150576;168777;29.67;27.65;26.57
150.579;150579;168780;29.67;27.65;26.57
150.582;150582;168783;29.67;27.65;26.57
150.586;150586;168787;29.67;27.65;26.57
150.59;150590;168791;29.67;27.65;26.57
150.593;150593;168794;29.67;27.65;26.57
150.596;150596;168797;29.67;27.65;26.57
150.6;150600;168801;29.67;27.65;26.57
150.603;150603;168804;29.67;27.65;26.57
150.606;150606;168807;29.67;27.65;26.57
150.609;150609;168810;29.67;27.65;26.57
150.612;150612;168813;29.67;27.65;26.57
150.616;150616;168817;29.67;27.65;26.57
150.619;150619;168820;29.67;27.65;26.57
150.622;150622;168823;29.67;27.65;26.57
150.625;150625;168826;29.67;27.65;26.57
150.628;150628;168829;29.67;27.65;26.57
150.633;150633;168834;29.67;27.65;26.57
150.636;150636;168837;29.67;27.56;26.57
150.639;150639;168840;29.67;27.65;26.57
150.642;150642;168843;29.67;27.65;26.57
150.646;150646;168847;29.67;27.65;26.57
150.649;150649;168850;29.67;27.65;26.57
150.652;150652;168853;29.67;27.65;26.48
150.655;150655;168856;29.67;27.65;26.57
150.658;150658;168859;29.67;27.65;26.57
150.662;150662;168863;29.67;27.65;26.57
150.665;150665;168866;29.67;27.65;26.57
150.668;150668;168869;29.67;27.65;26.57
150.671;150671;168872;29.67;27.65;26.57
150.675;150675;168876;29.67;27.65;26.57
150.679;150679;168880;29.67;27.65;26.57
150.682;150682;168883;29.67;27.65;26.57
150.685;150685;168886;29.67;27.65;26.57
150.688;150688;168889;29.67;27.65;26.57
150.692;150692;168893;29.67;27.65;26.57
150.695;150695;168896;29.67;27.65;26.57
150.698;150698;168899;29.67;27.65;26.57
150.701;150701;168902;29.67;27.65;26.57
150.704;150704;168905;29.67;27.65;26.57
150.708;150708;168909;29.67;27.65;26.57
150.711;150711;168912;29.67;27.65;26.57
150.714;150714;168915;29.67;27.65;26.57
150.718;150718;168919;29.67;27.65;26.57
150.721;150721;168922;29.67;27.65;26.57
150.725;150725;168926;29.67;27.65;26.57
150.728;150728;168929;29.67;27.65;26.57
150.731;150731;168932;29.67;27.65;26.57
150.734;150734;168935;29.67;27.65;26.57
150.738;150738;168939;29.67;27.65;26.57
150.741;150741;168942;29.67;27.65;26.57
150.744;150744;168945;29.67;27.65;26.57
150.747;150747;168948;29.67;27.65;26.57
150.75;150750;168951;29.67;27.65;26.57
150.754;150754;168955;29.76;27.65;26.57
150.757;150757;168958;29.67;27.65;26.57
150.761;150761;168962;29.67;27.65;26.57
150.764;150764;168965;29.67;27.65;26.57
150.767;150767;168968;29.67;27.65;26.57
150.771;150771;168972;29.67;27.65;26.57
150.774;150774;168975;29.67;27.65;26.57
150.777;150777;168978;29.67;27.65;26.57
150.78;150780;168981;29.67;27.65;26.57
150.783;150783;168984;29.67;27.65;26.57
150.787;150787;168988;29.67;27.65;26.57
150.79;150790;168991;29.67;27.65;26.57
150.793;150793;168994;29.67;27.65;26.57
150.796;150796;168997;29.67;27.65;26.57
150.799;150799;169000;29.67;27.65;26.57
150.804;150804;169005;29.67;27.65;26.57
150.807;150807;169008;29.67;27.65;26.57
150.81;150810;169011;29.67;27.65;26.57
150.813;150813;169014;29.67;27.65;26.57
150.817;150817;169018;29.67;27.65;26.57
150.82;150820;169021;29.67;27.65;26.57
150.823;150823;169024;29.67;27.65;26.57
150.826;150826;169027;29.67;27.65;26.57
150.829;150829;169030;29.67;27.65;26.57
150.833;150833;169034;29.67;27.65;26.57
150.836;150836;169037;29.67;27.65;26.57
150.839;150839;169040;29.67;27.65;26.57
150.842;150842;169043;29.67;27.65;26.57
150.847;150847;169048;29.67;27.65;26.57
150.85;150850;169051;29.67;27.65;26.57
150.853;150853;169054;29.67;27.65;26.57
150.856;150856;169057;29.67;27.65;26.57
150.859;150859;169060;29.67;27.65;26.57
150.863;150863;169064;29.67;27.65;26.57
150.866;150866;169067;29.67;27.65;26.57
150.869;150869;169070;29.67;27.65;26.57
150.872;150872;169073;29.67;27.65;26.57
150.875;150875;169076;29.67;27.65;26.57
150.879;150879;169080;29.67;27.65;26.57
150.882;150882;169083;29.67;27.65;26.57
150.885;150885;169086;29.67;27.65;26.57
150.889;150889;169090;29.67;27.65;26.57
150.893;150893;169094;29.67;27.65;26.57
150.896;150896;169097;29.67;27.65;26.57
150.899;150899;169100;29.67;27.65;26.66
150.902;150902;169103;29.67;27.65;26.57
150.905;150905;169106;29.67;27.65;26.57
150.909;150909;169110;29.67;27.65;26.57
150.912;150912;169113;29.67;27.65;26.57
150.915;150915;169116;29.67;27.65;26.48
150.918;150918;169119;29.67;27.65;26.57
150.921;150921;169122;29.67;27.65;26.57
150.925;150925;169126;29.67;27.65;26.57
150.928;150928;169129;29.67;27.65;26.57
150.932;150932;169133;29.67;27.65;26.57
150.935;150935;169136;29.67;27.65;26.57
150.939;150939;169140;29.67;27.65;26.57
150.942;150942;169143;29.67;27.65;26.57
150.945;150945;169146;29.67;27.65;26.57
150.948;150948;169149;29.67;27.65;26.57
150.951;150951;169152;29.67;27.65;26.57
150.955;150955;169156;29.67;27.65;26.57
150.958;150958;169159;29.67;27.65;26.48
150.961;150961;169162;29.67;27.65;26.57
150.964;150964;169165;29.67;27.65;26.57
150.967;150967;169168;29.67;27.65;26.57
150.971;150971;169172;29.67;27.65;26.57
150.975;150975;169176;29.67;27.65;26.57
150.978;150978;169179;29.67;27.65;26.57
150.981;150981;169182;29.67;27.65;26.57
150.984;150984;169185;29.67;27.65;26.57
150.988;150988;169189;29.67;27.65;26.57
150.991;150991;169192;29.67;27.65;26.57
150.994;150994;169195;29.67;27.65;26.57
150.997;150997;169198;29.67;27.65;26.57
151;151000;169201;29.67;27.65;26.57
151.004;151004;169205;29.67;27.65;26.57
151.007;151007;169208;29.58;27.65;26.57
151.01;151010;169211;29.67;27.65;26.57
151.013;151013;169214;29.67;27.65;26.57
151.018;151018;169219;29.67;27.74;26.57
151.021;151021;169222;29.67;27.65;26.57
151.024;151024;169225;29.67;27.65;26.57
151.027;151027;169228;29.67;27.65;26.57
151.03;151030;169231;29.67;27.65;26.57
151.034;151034;169235;29.67;27.65;26.57
151.037;151037;169238;29.67;27.65;26.57
151.04;151040;169241;29.76;27.65;26.57
151.043;151043;169244;29.67;27.65;26.57
151.046;151046;169247;29.67;27.65;26.57
151.05;151050;169251;29.67;27.65;26.57
