temps (s);temps (ms);temps;ACTU;T2;LASER
101.46;101460;119661;28.93;26.66;25.49
101.463;101463;119664;28.84;26.66;25.49
101.466;101466;119667;28.84;26.66;25.49
101.47;101470;119671;28.84;26.66;25.49
101.473;101473;119674;28.84;26.66;25.49
101.476;101476;119677;28.93;26.66;25.49
101.48;101480;119681;28.84;26.66;25.49
101.484;101484;119685;28.93;26.66;25.49
101.487;101487;119688;28.84;26.66;25.49
101.49;101490;119691;28.84;26.66;25.49
101.493;101493;119694;28.93;26.66;25.49
101.497;101497;119698;28.84;26.66;25.49
101.5;101500;119701;28.93;26.66;25.49
101.503;101503;119704;28.93;26.66;25.49
101.506;101506;119707;28.84;26.66;25.49
101.509;101509;119710;28.84;26.66;25.49
101.513;101513;119714;28.84;26.66;25.49
101.516;101516;119717;28.93;26.66;25.49
101.519;101519;119720;28.93;26.66;25.49
101.523;101523;119724;28.84;26.66;25.49
101.527;101527;119728;28.84;26.66;25.49
101.53;101530;119731;28.93;26.66;25.49
101.533;101533;119734;28.84;26.66;25.49
101.536;101536;119737;28.93;26.66;25.49
101.539;101539;119740;28.93;26.66;25.49
101.543;101543;119744;28.93;26.66;25.49
101.546;101546;119747;28.93;26.66;25.58
101.549;101549;119750;28.93;26.66;25.49
101.552;101552;119753;28.84;26.66;25.49
101.556;101556;119757;28.84;26.66;25.49
101.559;101559;119760;28.93;26.66;25.49
101.562;101562;119763;28.84;26.66;25.49
101.566;101566;119767;28.84;26.66;25.49
101.57;101570;119771;28.93;26.66;25.49
101.573;101573;119774;28.93;26.66;25.58
101.576;101576;119777;28.93;26.66;25.49
101.579;101579;119780;28.93;26.66;25.49
101.582;101582;119783;28.84;26.66;25.49
101.586;101586;119787;28.93;26.66;25.49
101.589;101589;119790;28.84;26.66;25.49
101.592;101592;119793;28.93;26.66;25.49
101.595;101595;119796;28.84;26.66;25.49
101.598;101598;119799;28.93;26.66;25.49
101.602;101602;119803;28.84;26.66;25.49
101.605;101605;119806;28.84;26.66;25.49
101.609;101609;119810;28.84;26.66;25.58
101.612;101612;119813;28.93;26.66;25.49
101.616;101616;119817;28.93;26.66;25.49
101.619;101619;119820;28.84;26.66;25.49
101.622;101622;119823;28.84;26.66;25.49
101.625;101625;119826;28.93;26.66;25.49
101.629;101629;119830;28.84;26.66;25.49
101.632;101632;119833;28.84;26.66;25.49
101.635;101635;119836;28.84;26.66;25.49
101.638;101638;119839;28.93;26.66;25.49
101.641;101641;119842;28.93;26.66;25.49
101.645;101645;119846;28.84;26.66;25.49
101.648;101648;119849;28.84;26.66;25.49
101.652;101652;119853;28.93;26.75;25.49
101.655;101655;119856;28.84;26.66;25.58
101.659;101659;119860;28.93;26.66;25.49
101.662;101662;119863;28.84;26.66;25.49
101.665;101665;119866;28.93;26.66;25.49
101.668;101668;119869;28.84;26.66;25.49
101.671;101671;119872;28.93;26.66;25.49
101.675;101675;119876;28.84;26.66;25.49
101.678;101678;119879;28.84;26.66;25.49
101.681;101681;119882;28.93;26.66;25.49
101.684;101684;119885;28.93;26.66;25.49
101.688;101688;119889;28.93;26.66;25.49
101.691;101691;119892;28.84;26.66;25.49
101.695;101695;119896;28.93;26.66;25.49
101.698;101698;119899;28.93;26.66;25.49
101.702;101702;119903;28.93;26.66;25.49
101.705;101705;119906;28.93;26.66;25.49
101.708;101708;119909;28.93;26.66;25.49
101.711;101711;119912;28.84;26.66;25.49
101.714;101714;119915;28.84;26.66;25.49
101.718;101718;119919;28.84;26.66;25.49
101.721;101721;119922;28.93;26.66;25.49
101.724;101724;119925;28.93;26.66;25.49
101.727;101727;119928;28.93;26.66;25.49
101.731;101731;119932;28.93;26.66;25.49
101.735;101735;119936;28.84;26.75;25.49
101.738;101738;119939;28.93;26.66;25.49
101.741;101741;119942;28.93;26.66;25.49
101.745;101745;119946;28.93;26.66;25.58
101.748;101748;119949;28.84;26.66;25.49
101.751;101751;119952;28.84;26.66;25.49
101.754;101754;119955;28.93;26.66;25.49
101.757;101757;119958;28.84;26.66;25.58
101.761;101761;119962;28.93;26.66;25.49
101.764;101764;119965;28.93;26.66;25.49
101.767;101767;119968;28.93;26.66;25.49
101.77;101770;119971;28.84;26.66;25.49
101.773;101773;119974;28.84;26.66;25.49
101.778;101778;119979;28.84;26.66;25.49
101.781;101781;119982;28.93;26.66;25.49
101.784;101784;119985;28.93;26.66;25.49
101.787;101787;119988;28.93;26.66;25.49
101.791;101791;119992;28.84;26.66;25.49
101.794;101794;119995;28.93;26.66;25.49
101.797;101797;119998;28.93;26.66;25.49
101.8;101800;120001;28.84;26.66;25.49
101.804;101804;120005;28.93;26.66;25.49
101.807;101807;120008;28.93;26.66;25.49
101.81;101810;120011;28.84;26.66;25.49
101.813;101813;120014;28.84;26.66;25.49
101.816;101816;120017;28.84;26.66;25.49
101.821;101821;120022;28.93;26.66;25.49
101.824;101824;120025;28.93;26.66;25.49
101.827;101827;120028;28.93;26.66;25.49
101.83;101830;120031;28.93;26.66;25.49
101.834;101834;120035;28.93;26.75;25.49
101.837;101837;120038;28.93;26.66;25.49
101.84;101840;120041;28.93;26.66;25.49
101.843;101843;120044;28.93;26.66;25.49
101.846;101846;120047;28.93;26.66;25.49
101.85;101850;120051;28.93;26.66;25.49
101.853;101853;120054;28.93;26.66;25.49
101.856;101856;120057;28.93;26.66;25.49
101.859;101859;120060;28.93;26.66;25.49
101.864;101864;120065;28.93;26.75;25.49
101.867;101867;120068;28.93;26.66;25.49
101.87;101870;120071;28.84;26.75;25.49
101.873;101873;120074;28.93;26.66;25.49
101.877;101877;120078;28.93;26.66;25.49
101.88;101880;120081;28.93;26.66;25.49
101.883;101883;120084;28.84;26.66;25.49
101.886;101886;120087;28.93;26.66;25.58
101.889;101889;120090;28.93;26.75;25.49
101.893;101893;120094;28.93;26.66;25.49
101.896;101896;120097;28.84;26.66;25.49
101.899;101899;120100;28.93;26.66;25.49
101.902;101902;120103;28.93;26.75;25.49
101.907;101907;120108;28.93;26.66;25.49
101.91;101910;120111;28.84;26.66;25.58
101.913;101913;120114;28.93;26.75;25.58
101.916;101916;120117;28.84;26.66;25.49
101.919;101919;120120;28.93;26.66;25.58
101.923;101923;120124;28.93;26.66;25.49
101.926;101926;120127;28.93;26.66;25.49
101.929;101929;120130;28.84;26.66;25.58
101.932;101932;120133;28.93;26.66;25.49
101.936;101936;120137;28.93;26.66;25.49
101.939;101939;120140;28.93;26.66;25.49
101.942;101942;120143;28.93;26.66;25.49
101.945;101945;120146;28.93;26.66;25.49
101.949;101949;120150;28.93;26.66;25.49
101.953;101953;120154;28.93;26.66;25.49
101.956;101956;120157;28.93;26.66;25.58
101.959;101959;120160;28.93;26.75;25.49
101.962;101962;120163;28.84;26.66;25.49
101.966;101966;120167;28.84;26.66;25.49
101.969;101969;120170;28.93;26.66;25.49
101.972;101972;120173;28.93;26.75;25.49
101.975;101975;120176;28.93;26.66;25.49
101.978;101978;120179;28.84;26.66;25.49
101.982;101982;120183;28.84;26.66;25.49
101.985;101985;120186;28.93;26.75;25.49
101.988;101988;120189;28.93;26.66;25.49
101.992;101992;120193;28.93;26.66;25.58
101.996;101996;120197;28.93;26.66;25.49
101.999;101999;120200;28.93;26.66;25.49
102.002;102002;120203;28.93;26.66;25.49
102.005;102005;120206;28.84;26.66;25.49
102.009;102009;120210;28.84;26.66;25.58
102.012;102012;120213;28.93;26.66;25.49
102.015;102015;120216;28.93;26.66;25.49
102.018;102018;120219;28.84;26.66;25.58
102.021;102021;120222;28.93;26.66;25.49
102.025;102025;120226;28.93;26.66;25.49
102.028;102028;120229;28.93;26.66;25.49
102.031;102031;120232;28.93;26.66;25.58
102.035;102035;120236;28.84;26.66;25.49
102.039;102039;120240;28.93;26.66;25.49
102.042;102042;120243;28.84;26.66;25.49
102.045;102045;120246;28.93;26.66;25.49
102.048;102048;120249;28.93;26.66;25.49
102.052;102052;120253;28.84;26.66;25.49
102.055;102055;120256;28.84;26.75;25.49
102.058;102058;120259;28.93;26.66;25.58
102.061;102061;120262;28.93;26.66;25.49
102.064;102064;120265;28.84;26.66;25.49
102.068;102068;120269;28.84;26.75;25.49
102.071;102071;120272;28.93;26.66;25.49
102.074;102074;120275;28.84;26.66;25.49
102.078;102078;120279;28.93;26.66;25.49
102.082;102082;120283;28.93;26.66;25.49
102.085;102085;120286;28.93;26.66;25.49
102.088;102088;120289;28.93;26.66;25.49
102.091;102091;120292;28.93;26.66;25.49
102.094;102094;120295;28.93;26.75;25.49
102.098;102098;120299;28.93;26.66;25.49
102.101;102101;120302;28.84;26.75;25.49
102.104;102104;120305;28.93;26.66;25.49
102.107;102107;120308;28.84;26.66;25.49
102.111;102111;120312;28.93;26.66;25.49
102.114;102114;120315;28.93;26.66;25.49
102.117;102117;120318;28.93;26.66;25.49
102.121;102121;120322;28.84;26.66;25.49
102.125;102125;120326;28.93;26.75;25.49
102.128;102128;120329;28.93;26.66;25.58
102.131;102131;120332;28.84;26.66;25.58
102.134;102134;120335;28.93;26.66;25.49
102.137;102137;120338;28.84;26.66;25.49
102.141;102141;120342;28.93;26.66;25.58
102.144;102144;120345;28.93;26.66;25.49
102.147;102147;120348;28.84;26.66;25.49
102.15;102150;120351;28.93;26.66;25.58
102.153;102153;120354;28.84;26.66;25.58
102.157;102157;120358;28.93;26.75;25.49
102.16;102160;120361;28.84;26.66;25.49
102.164;102164;120365;28.93;26.66;25.49
102.167;102167;120368;28.93;26.66;25.58
102.171;102171;120372;28.93;26.66;25.49
102.174;102174;120375;28.93;26.75;25.49
102.177;102177;120378;28.84;26.75;25.49
102.18;102180;120381;28.93;26.66;25.49
102.184;102184;120385;28.84;26.66;25.58
102.187;102187;120388;28.93;26.66;25.49
102.19;102190;120391;28.84;26.66;25.49
102.193;102193;120394;28.84;26.66;25.49
102.196;102196;120397;28.93;26.66;25.49
102.2;102200;120401;28.84;26.66;25.58
102.203;102203;120404;28.84;26.66;25.49
102.207;102207;120408;28.93;26.66;25.49
102.21;102210;120411;28.93;26.66;25.49
102.214;102214;120415;28.93;26.66;25.49
102.217;102217;120418;28.84;26.66;25.49
102.22;102220;120421;28.93;26.66;25.49
102.223;102223;120424;28.84;26.66;25.49
102.226;102226;120427;28.84;26.66;25.49
102.23;102230;120431;28.84;26.66;25.49
102.233;102233;120434;28.93;26.66;25.49
102.236;102236;120437;28.84;26.66;25.49
102.239;102239;120440;28.93;26.66;25.49
102.243;102243;120444;28.84;26.66;25.49
102.247;102247;120448;28.84;26.66;25.49
102.25;102250;120451;28.84;26.66;25.49
102.253;102253;120454;28.93;26.66;25.49
102.257;102257;120458;28.84;26.66;25.49
102.26;102260;120461;28.84;26.66;25.49
102.263;102263;120464;28.93;26.66;25.49
102.266;102266;120467;28.84;26.66;25.58
102.269;102269;120470;28.84;26.75;25.49
102.273;102273;120474;28.84;26.66;25.49
102.276;102276;120477;28.93;26.66;25.58
102.279;102279;120480;28.93;26.66;25.49
102.282;102282;120483;28.84;26.66;25.49
102.285;102285;120486;28.84;26.66;25.49
102.29;102290;120491;28.93;26.66;25.49
102.293;102293;120494;28.93;26.75;25.58
102.296;102296;120497;28.84;26.66;25.58
102.299;102299;120500;28.84;26.66;25.49
102.303;102303;120504;28.93;26.66;25.49
102.306;102306;120507;28.84;26.66;25.49
102.309;102309;120510;28.84;26.75;25.49
102.312;102312;120513;28.84;26.66;25.49
102.316;102316;120517;28.93;26.66;25.49
102.319;102319;120520;28.84;26.66;25.49
102.322;102322;120523;28.93;26.75;25.58
102.325;102325;120526;28.93;26.66;25.58
102.328;102328;120529;28.93;26.66;25.49
102.333;102333;120534;28.84;26.66;25.49
102.336;102336;120537;28.93;26.66;25.49
102.339;102339;120540;28.84;26.75;25.58
102.342;102342;120543;28.93;26.66;25.49
102.346;102346;120547;28.84;26.66;25.49
102.349;102349;120550;28.93;26.75;25.49
102.352;102352;120553;28.84;26.66;25.58
102.355;102355;120556;28.93;26.75;25.49
102.358;102358;120559;28.93;26.66;25.49
102.362;102362;120563;28.84;26.66;25.49
102.365;102365;120566;28.93;26.66;25.49
102.368;102368;120569;28.84;26.66;25.49
102.371;102371;120572;28.84;26.66;25.58
102.376;102376;120577;28.93;26.66;25.49
102.379;102379;120580;28.84;26.66;25.49
102.382;102382;120583;28.93;26.66;25.49
102.385;102385;120586;28.84;26.66;25.49
102.389;102389;120590;28.84;26.66;25.49
102.392;102392;120593;28.84;26.66;25.49
102.395;102395;120596;28.84;26.66;25.49
102.398;102398;120599;28.84;26.66;25.49
102.401;102401;120602;28.93;26.66;25.49
102.405;102405;120606;28.93;26.66;25.49
102.408;102408;120609;28.84;26.66;25.49
102.411;102411;120612;28.93;26.75;25.58
102.414;102414;120615;28.93;26.75;25.58
102.418;102418;120619;28.84;26.66;25.49
102.422;102422;120623;28.84;26.66;25.58
102.425;102425;120626;28.93;26.66;25.49
102.428;102428;120629;28.84;26.66;25.49
102.431;102431;120632;28.93;26.66;25.58
102.435;102435;120636;28.84;26.66;25.49
102.438;102438;120639;28.84;26.75;25.49
102.441;102441;120642;28.93;26.66;25.49
102.444;102444;120645;28.93;26.66;25.49
102.448;102448;120649;28.84;26.66;25.49
102.451;102451;120652;28.84;26.66;25.49
102.454;102454;120655;28.84;26.66;25.58
102.457;102457;120658;28.84;26.66;25.49
102.461;102461;120662;28.84;26.66;25.49
102.465;102465;120666;28.84;26.75;25.49
102.468;102468;120669;28.84;26.66;25.58
102.471;102471;120672;28.84;26.75;25.49
102.474;102474;120675;28.93;26.66;25.58
102.478;102478;120679;28.93;26.75;25.49
102.481;102481;120682;28.93;26.66;25.49
102.484;102484;120685;28.93;26.66;25.58
102.487;102487;120688;28.93;26.66;25.49
102.49;102490;120691;28.84;26.75;25.49
102.494;102494;120695;28.84;26.66;25.49
102.497;102497;120698;28.84;26.75;25.49
102.5;102500;120701;28.84;26.66;25.58
102.504;102504;120705;28.84;26.66;25.49
102.508;102508;120709;28.93;26.66;25.58
102.511;102511;120712;28.93;26.66;25.49
102.514;102514;120715;28.84;26.66;25.49
102.517;102517;120718;28.93;26.75;25.58
102.52;102520;120721;28.84;26.66;25.49
102.524;102524;120725;28.93;26.75;25.58
102.527;102527;120728;28.93;26.66;25.58
102.53;102530;120731;28.93;26.66;25.58
102.533;102533;120734;28.93;26.66;25.58
102.537;102537;120738;28.84;26.66;25.49
102.54;102540;120741;28.93;26.75;25.49
102.543;102543;120744;28.84;26.66;25.58
102.547;102547;120748;28.93;26.66;25.49
102.551;102551;120752;28.93;26.66;25.58
102.554;102554;120755;28.84;26.66;25.49
102.557;102557;120758;28.93;26.66;25.58
102.56;102560;120761;28.84;26.66;25.49
102.563;102563;120764;28.93;26.66;25.49
102.567;102567;120768;28.84;26.75;25.49
102.57;102570;120771;28.93;26.66;25.58
102.573;102573;120774;28.84;26.75;25.58
102.576;102576;120777;28.93;26.66;25.49
102.58;102580;120781;28.93;26.66;25.58
102.583;102583;120784;28.84;26.75;25.58
102.586;102586;120787;28.84;26.66;25.49
102.59;102590;120791;28.84;26.66;25.49
102.593;102593;120794;28.84;26.75;25.49
102.597;102597;120798;28.93;26.66;25.49
102.6;102600;120801;28.84;26.66;25.49
102.603;102603;120804;28.84;26.66;25.58
102.606;102606;120807;28.84;26.66;25.49
102.61;102610;120811;28.84;26.75;25.58
102.613;102613;120814;28.84;26.75;25.58
102.616;102616;120817;28.93;26.66;25.49
102.619;102619;120820;28.93;26.75;25.49
102.622;102622;120823;28.84;26.66;25.49
102.626;102626;120827;28.93;26.66;25.58
102.629;102629;120830;28.93;26.75;25.49
102.633;102633;120834;28.84;26.66;25.49
102.636;102636;120837;28.93;26.75;25.58
102.64;102640;120841;28.93;26.66;25.49
102.643;102643;120844;28.93;26.75;25.49
102.646;102646;120847;28.84;26.66;25.49
102.649;102649;120850;28.84;26.75;25.58
102.652;102652;120853;28.93;26.66;25.49
102.656;102656;120857;28.84;26.75;25.49
102.659;102659;120860;28.84;26.66;25.58
102.662;102662;120863;28.93;26.66;25.49
102.665;102665;120866;28.84;26.66;25.58
102.669;102669;120870;28.93;26.66;25.49
102.672;102672;120873;28.93;26.66;25.49
102.676;102676;120877;28.84;26.75;25.58
102.679;102679;120880;28.84;26.66;25.58
102.683;102683;120884;28.93;26.75;25.58
102.686;102686;120887;28.93;26.66;25.49
102.689;102689;120890;28.84;26.75;25.49
102.692;102692;120893;28.93;26.75;25.58
102.695;102695;120896;28.84;26.75;25.49
102.699;102699;120900;28.93;26.75;25.58
102.702;102702;120903;28.93;26.66;25.49
102.705;102705;120906;28.84;26.75;25.49
102.708;102708;120909;28.84;26.66;25.49
102.711;102711;120912;28.84;26.66;25.49
102.715;102715;120916;28.93;26.75;25.58
102.719;102719;120920;28.84;26.66;25.49
102.722;102722;120923;28.93;26.75;25.58
102.725;102725;120926;28.93;26.66;25.58
102.729;102729;120930;28.93;26.75;25.49
102.732;102732;120933;28.93;26.66;25.58
102.735;102735;120936;28.93;26.66;25.49
102.738;102738;120939;28.93;26.75;25.49
102.742;102742;120943;28.93;26.66;25.58
102.745;102745;120946;28.93;26.66;25.58
102.748;102748;120949;28.93;26.75;25.58
102.751;102751;120952;28.84;26.66;25.58
102.754;102754;120955;28.93;26.75;25.58
102.759;102759;120960;28.84;26.66;25.58
102.762;102762;120963;28.84;26.66;25.58
102.765;102765;120966;28.93;26.75;25.58
102.768;102768;120969;28.84;26.75;25.58
102.772;102772;120973;28.84;26.75;25.49
102.775;102775;120976;28.93;26.66;25.49
102.778;102778;120979;28.93;26.66;25.58
102.781;102781;120982;28.93;26.75;25.58
102.785;102785;120986;28.93;26.75;25.49
102.788;102788;120989;28.93;26.66;25.49
102.791;102791;120992;28.84;26.66;25.49
102.794;102794;120995;28.84;26.75;25.58
102.797;102797;120998;28.93;26.75;25.49
102.802;102802;121003;28.93;26.75;25.58
102.805;102805;121006;28.84;26.75;25.49
102.808;102808;121009;28.93;26.66;25.58
102.811;102811;121012;28.93;26.75;25.49
102.815;102815;121016;28.84;26.66;25.58
102.818;102818;121019;28.93;26.75;25.58
102.821;102821;121022;28.84;26.66;25.58
102.824;102824;121025;28.84;26.75;25.58
102.827;102827;121028;28.84;26.66;25.58
102.831;102831;121032;28.93;26.66;25.58
102.834;102834;121035;28.93;26.75;25.49
102.837;102837;121038;28.84;26.66;25.49
102.84;102840;121041;28.93;26.75;25.58
102.845;102845;121046;28.84;26.66;25.58
102.848;102848;121049;28.84;26.66;25.49
102.851;102851;121052;28.84;26.66;25.58
102.854;102854;121055;28.93;26.66;25.49
102.857;102857;121058;28.84;26.75;25.58
102.861;102861;121062;28.93;26.75;25.58
102.864;102864;121065;28.84;26.66;25.58
102.867;102867;121068;28.93;26.75;25.49
102.87;102870;121071;28.84;26.66;25.58
102.874;102874;121075;28.93;26.66;25.58
102.877;102877;121078;28.84;26.75;25.58
102.88;102880;121081;28.93;26.75;25.58
102.883;102883;121084;28.93;26.66;25.58
102.887;102887;121088;28.84;26.66;25.58
102.891;102891;121092;28.93;26.75;25.58
102.894;102894;121095;28.93;26.66;25.58
102.897;102897;121098;28.93;26.66;25.58
102.9;102900;121101;28.93;26.75;25.49
102.904;102904;121105;28.84;26.75;25.58
102.907;102907;121108;28.93;26.75;25.58
102.91;102910;121111;28.93;26.75;25.58
102.913;102913;121114;28.93;26.75;25.58
102.917;102917;121118;28.93;26.66;25.49
102.92;102920;121121;28.93;26.75;25.49
102.923;102923;121124;28.93;26.66;25.58
102.926;102926;121127;28.84;26.75;25.58
102.93;102930;121131;28.93;26.75;25.49
102.934;102934;121135;28.84;26.75;25.58
102.937;102937;121138;28.93;26.75;25.49
102.94;102940;121141;28.84;26.75;25.49
102.943;102943;121144;28.93;26.75;25.58
102.947;102947;121148;28.93;26.75;25.58
102.95;102950;121151;28.93;26.75;25.58
102.953;102953;121154;28.93;26.75;25.58
102.956;102956;121157;28.93;26.66;25.49
102.959;102959;121160;28.93;26.75;25.58
102.963;102963;121164;28.93;26.75;25.49
102.966;102966;121167;28.93;26.66;25.58
102.969;102969;121170;28.93;26.75;25.58
102.973;102973;121174;28.84;26.66;25.49
102.977;102977;121178;28.93;26.75;25.58
102.98;102980;121181;28.93;26.66;25.58
102.983;102983;121184;28.93;26.75;25.58
102.986;102986;121187;28.93;26.75;25.58
102.99;102990;121191;28.84;26.66;25.58
102.993;102993;121194;28.93;26.75;25.58
102.996;102996;121197;28.84;26.75;25.49
102.999;102999;121200;28.84;26.66;25.58
103.002;103002;121203;28.93;26.66;25.58
103.006;103006;121207;28.93;26.66;25.49
103.009;103009;121210;28.93;26.75;25.58
103.012;103012;121213;28.93;26.66;25.58
103.016;103016;121217;28.84;26.75;25.58
103.02;103020;121221;28.93;26.66;25.58
103.023;103023;121224;28.93;26.66;25.58
103.026;103026;121227;28.93;26.75;25.58
103.029;103029;121230;28.93;26.66;25.58
103.032;103032;121233;28.84;26.75;25.49
103.036;103036;121237;28.93;26.75;25.58
103.039;103039;121240;28.93;26.75;25.58
103.042;103042;121243;28.84;26.75;25.58
103.045;103045;121246;28.93;26.66;25.58
103.049;103049;121250;28.93;26.75;25.58
103.052;103052;121253;28.93;26.66;25.49
103.055;103055;121256;28.93;26.66;25.49
103.059;103059;121260;28.93;26.75;25.58
103.063;103063;121264;28.93;26.66;25.58
103.066;103066;121267;28.93;26.75;25.49
103.069;103069;121270;28.93;26.66;25.58
103.072;103072;121273;28.93;26.75;25.58
103.075;103075;121276;28.84;26.75;25.49
103.079;103079;121280;28.84;26.75;25.58
103.082;103082;121283;28.84;26.66;25.58
103.085;103085;121286;28.84;26.75;25.49
103.088;103088;121289;28.93;26.66;25.58
103.092;103092;121293;28.93;26.75;25.49
103.095;103095;121296;28.93;26.75;25.49
103.098;103098;121299;28.84;26.66;25.58
103.102;103102;121303;28.84;26.66;25.58
103.106;103106;121307;28.93;26.75;25.49
103.109;103109;121310;28.93;26.75;25.58
103.112;103112;121313;28.93;26.75;25.49
103.115;103115;121316;28.93;26.75;25.58
103.118;103118;121319;28.93;26.75;25.58
