temps (s);temps(ms);temps;ACTU;MILIEU;LASER
216.982;216982;218285;9.70;13.14;14.39
216.985;216985;218288;9.70;13.14;14.39
216.988;216988;218291;9.70;13.14;14.39
216.992;216992;218295;9.70;13.14;14.39
216.995;216995;218298;9.70;13.14;14.39
216.998;216998;218301;9.70;13.23;14.30
217.001;217001;218304;9.70;13.14;14.39
217.005;217005;218308;9.70;13.14;14.39
217.008;217008;218311;9.70;13.14;14.30
217.011;217011;218314;9.70;13.14;14.39
217.014;217014;218317;9.70;13.14;14.39
217.017;217017;218320;9.70;13.14;14.39
217.021;217021;218324;9.70;13.14;14.39
217.025;217025;218328;9.70;13.14;14.39
217.028;217028;218331;9.70;13.14;14.39
217.031;217031;218334;9.70;13.14;14.39
217.035;217035;218338;9.70;13.14;14.39
217.038;217038;218341;9.70;13.14;14.39
217.041;217041;218344;9.70;13.14;14.39
217.044;217044;218347;9.70;13.14;14.39
217.047;217047;218350;9.70;13.14;14.39
217.051;217051;218354;9.70;13.14;14.39
217.054;217054;218357;9.70;13.14;14.39
217.057;217057;218360;9.70;13.14;14.39
217.06;217060;218363;9.70;13.14;14.39
217.063;217063;218366;9.70;13.14;14.39
217.068;217068;218371;9.70;13.23;14.39
217.071;217071;218374;9.70;13.14;14.39
217.074;217074;218377;9.70;13.14;14.39
217.077;217077;218380;9.70;13.14;14.39
217.081;217081;218384;9.70;13.14;14.39
217.084;217084;218387;9.70;13.14;14.39
217.087;217087;218390;9.70;13.14;14.39
217.09;217090;218393;9.70;13.14;14.39
217.094;217094;218397;9.70;13.14;14.39
217.097;217097;218400;9.70;13.14;14.39
217.1;217100;218403;9.70;13.14;14.30
217.103;217103;218406;9.70;13.14;14.30
217.106;217106;218409;9.70;13.14;14.39
217.111;217111;218414;9.70;13.14;14.39
217.114;217114;218417;9.70;13.14;14.39
217.117;217117;218420;9.70;13.14;14.39
217.12;217120;218423;9.70;13.14;14.39
217.124;217124;218427;9.70;13.14;14.39
217.127;217127;218430;9.70;13.14;14.39
217.13;217130;218433;9.70;13.14;14.39
217.133;217133;218436;9.70;13.14;14.39
217.136;217136;218439;9.70;13.14;14.39
217.14;217140;218443;9.70;13.23;14.39
217.143;217143;218446;9.70;13.14;14.39
217.146;217146;218449;9.70;13.14;14.39
217.149;217149;218452;9.70;13.14;14.39
217.154;217154;218457;9.70;13.14;14.39
217.157;217157;218460;9.70;13.14;14.39
217.16;217160;218463;9.70;13.14;14.39
217.163;217163;218466;9.70;13.14;14.39
217.166;217166;218469;9.70;13.14;14.39
217.17;217170;218473;9.70;13.14;14.30
217.173;217173;218476;9.70;13.14;14.39
217.176;217176;218479;9.70;13.14;14.39
217.179;217179;218482;9.70;13.14;14.39
217.183;217183;218486;9.70;13.14;14.30
217.186;217186;218489;9.70;13.14;14.39
217.189;217189;218492;9.70;13.14;14.39
217.193;217193;218496;9.70;13.14;14.39
217.196;217196;218499;9.70;13.14;14.30
217.2;217200;218503;9.70;13.14;14.39
217.203;217203;218506;9.70;13.14;14.39
217.206;217206;218509;9.70;13.14;14.39
217.209;217209;218512;9.70;13.14;14.39
217.213;217213;218516;9.70;13.14;14.39
217.216;217216;218519;9.70;13.14;14.39
217.219;217219;218522;9.70;13.14;14.39
217.222;217222;218525;9.70;13.14;14.39
217.225;217225;218528;9.70;13.14;14.39
217.229;217229;218532;9.70;13.14;14.39
217.232;217232;218535;9.70;13.14;14.39
217.236;217236;218539;9.70;13.14;14.39
217.239;217239;218542;9.70;13.14;14.30
217.243;217243;218546;9.70;13.14;14.39
217.246;217246;218549;9.70;13.14;14.39
217.249;217249;218552;9.70;13.14;14.39
217.252;217252;218555;9.70;13.14;14.39
217.255;217255;218558;9.70;13.14;14.30
217.259;217259;218562;9.70;13.14;14.39
217.262;217262;218565;9.70;13.14;14.39
217.265;217265;218568;9.70;13.14;14.39
217.268;217268;218571;9.70;13.23;14.39
217.272;217272;218575;9.70;13.23;14.39
217.275;217275;218578;9.70;13.14;14.39
217.279;217279;218582;9.70;13.14;14.39
217.282;217282;218585;9.70;13.14;14.30
217.286;217286;218589;9.70;13.14;14.39
217.289;217289;218592;9.70;13.14;14.39
217.292;217292;218595;9.70;13.14;14.39
217.295;217295;218598;9.70;13.14;14.39
217.298;217298;218601;9.70;13.14;14.39
217.302;217302;218605;9.70;13.14;14.30
217.305;217305;218608;9.70;13.14;14.39
217.308;217308;218611;9.70;13.14;14.39
217.311;217311;218614;9.70;13.14;14.39
217.314;217314;218617;9.70;13.14;14.39
217.318;217318;218621;9.70;13.14;14.30
217.322;217322;218625;9.70;13.14;14.30
217.325;217325;218628;9.70;13.14;14.39
217.328;217328;218631;9.70;13.14;14.39
217.332;217332;218635;9.70;13.14;14.30
217.335;217335;218638;9.70;13.23;14.39
217.338;217338;218641;9.70;13.14;14.30
217.341;217341;218644;9.70;13.14;14.39
217.344;217344;218647;9.70;13.14;14.39
217.348;217348;218651;9.70;13.14;14.30
217.351;217351;218654;9.70;13.14;14.30
217.354;217354;218657;9.70;13.14;14.39
217.357;217357;218660;9.70;13.14;14.30
217.361;217361;218664;9.70;13.14;14.30
217.365;217365;218668;9.70;13.14;14.30
217.368;217368;218671;9.70;13.14;14.39
217.371;217371;218674;9.70;13.14;14.30
217.375;217375;218678;9.70;13.23;14.39
217.378;217378;218681;9.70;13.14;14.39
217.381;217381;218684;9.70;13.14;14.30
217.384;217384;218687;9.70;13.14;14.39
217.387;217387;218690;9.70;13.14;14.39
217.391;217391;218694;9.70;13.14;14.39
217.394;217394;218697;9.70;13.14;14.39
217.397;217397;218700;9.70;13.14;14.39
217.4;217400;218703;9.70;13.14;14.39
217.403;217403;218706;9.70;13.14;14.39
217.408;217408;218711;9.70;13.14;14.39
217.411;217411;218714;9.70;13.14;14.30
217.414;217414;218717;9.70;13.14;14.30
217.417;217417;218720;9.70;13.14;14.39
217.421;217421;218724;9.70;13.14;14.39
217.424;217424;218727;9.70;13.14;14.39
217.427;217427;218730;9.70;13.14;14.30
217.43;217430;218733;9.70;13.14;14.30
217.433;217433;218736;9.70;13.14;14.30
217.437;217437;218740;9.70;13.14;14.30
217.44;217440;218743;9.70;13.23;14.39
217.443;217443;218746;9.70;13.14;14.30
217.446;217446;218749;9.70;13.14;14.39
217.451;217451;218754;9.70;13.14;14.39
217.454;217454;218757;9.70;13.14;14.39
217.457;217457;218760;9.70;13.14;14.39
217.46;217460;218763;9.70;13.14;14.39
217.464;217464;218767;9.70;13.14;14.30
217.467;217467;218770;9.70;13.14;14.39
217.47;217470;218773;9.70;13.14;14.39
217.473;217473;218776;9.70;13.14;14.39
217.476;217476;218779;9.70;13.14;14.39
217.48;217480;218783;9.70;13.14;14.39
217.483;217483;218786;9.70;13.14;14.39
217.486;217486;218789;9.70;13.14;14.30
217.489;217489;218792;9.70;13.14;14.39
217.493;217493;218796;9.70;13.14;14.39
217.497;217497;218800;9.70;13.14;14.30
217.5;217500;218803;9.70;13.14;14.39
217.503;217503;218806;9.70;13.14;14.39
217.506;217506;218809;9.70;13.14;14.39
217.51;217510;218813;9.70;13.14;14.39
217.513;217513;218816;9.70;13.14;14.30
217.516;217516;218819;9.70;13.14;14.39
217.519;217519;218822;9.70;13.14;14.39
217.522;217522;218825;9.70;13.14;14.39
217.526;217526;218829;9.70;13.14;14.39
217.529;217529;218832;9.70;13.14;14.30
217.532;217532;218835;9.70;13.14;14.39
217.536;217536;218839;9.70;13.14;14.39
217.54;217540;218843;9.70;13.14;14.30
217.543;217543;218846;9.70;13.14;14.30
217.546;217546;218849;9.70;13.14;14.30
217.549;217549;218852;9.70;13.14;14.39
217.553;217553;218856;9.70;13.14;14.39
217.556;217556;218859;9.70;13.14;14.30
217.559;217559;218862;9.70;13.14;14.30
217.562;217562;218865;9.70;13.14;14.30
217.565;217565;218868;9.70;13.14;14.39
217.569;217569;218872;9.70;13.14;14.30
217.572;217572;218875;9.70;13.14;14.30
217.575;217575;218878;9.70;13.14;14.39
217.579;217579;218882;9.70;13.14;14.39
217.583;217583;218886;9.70;13.14;14.39
217.586;217586;218889;9.70;13.14;14.39
217.589;217589;218892;9.70;13.14;14.39
217.592;217592;218895;9.70;13.14;14.39
217.595;217595;218898;9.70;13.14;14.39
217.599;217599;218902;9.70;13.14;14.30
217.602;217602;218905;9.70;13.23;14.30
217.605;217605;218908;9.70;13.14;14.39
217.608;217608;218911;9.70;13.14;14.39
217.611;217611;218914;9.70;13.14;14.30
217.615;217615;218918;9.70;13.14;14.39
217.618;217618;218921;9.70;13.14;14.39
217.622;217622;218925;9.70;13.14;14.39
217.625;217625;218928;9.70;13.14;14.39
217.629;217629;218932;9.70;13.14;14.30
217.632;217632;218935;9.70;13.14;14.39
217.635;217635;218938;9.70;13.14;14.39
217.638;217638;218941;9.70;13.14;14.30
217.642;217642;218945;9.70;13.14;14.39
217.645;217645;218948;9.70;13.14;14.30
217.648;217648;218951;9.70;13.14;14.39
217.651;217651;218954;9.70;13.14;14.30
217.654;217654;218957;9.70;13.14;14.39
217.658;217658;218961;9.70;13.14;14.39
217.661;217661;218964;9.70;13.14;14.30
217.665;217665;218968;9.70;13.14;14.39
217.668;217668;218971;9.70;13.14;14.30
217.672;217672;218975;9.70;13.14;14.39
217.675;217675;218978;9.70;13.14;14.30
217.678;217678;218981;9.70;13.14;14.39
217.681;217681;218984;9.70;13.14;14.39
217.684;217684;218987;9.70;13.14;14.39
217.688;217688;218991;9.70;13.14;14.30
217.691;217691;218994;9.70;13.14;14.39
217.694;217694;218997;9.70;13.14;14.30
217.697;217697;219000;9.70;13.14;14.30
217.7;217700;219003;9.70;13.14;14.30
217.705;217705;219008;9.70;13.14;14.30
217.708;217708;219011;9.70;13.14;14.39
217.711;217711;219014;9.70;13.14;14.39
217.714;217714;219017;9.70;13.14;14.30
217.718;217718;219021;9.70;13.14;14.39
217.721;217721;219024;9.70;13.14;14.30
217.724;217724;219027;9.70;13.14;14.39
217.727;217727;219030;9.70;13.14;14.30
217.731;217731;219034;9.70;13.14;14.30
217.734;217734;219037;9.70;13.14;14.30
217.737;217737;219040;9.70;13.14;14.30
217.74;217740;219043;9.70;13.14;14.39
217.743;217743;219046;9.70;13.14;14.39
217.748;217748;219051;9.70;13.14;14.30
217.751;217751;219054;9.70;13.14;14.39
217.754;217754;219057;9.70;13.14;14.39
217.757;217757;219060;9.70;13.14;14.39
217.761;217761;219064;9.70;13.14;14.39
217.764;217764;219067;9.70;13.14;14.39
217.767;217767;219070;9.70;13.14;14.30
217.77;217770;219073;9.70;13.14;14.39
217.773;217773;219076;9.70;13.14;14.30
217.777;217777;219080;9.70;13.14;14.39
217.78;217780;219083;9.70;13.14;14.39
217.783;217783;219086;9.70;13.14;14.30
217.786;217786;219089;9.70;13.14;14.39
217.789;217789;219092;9.70;13.14;14.39
217.794;217794;219097;9.70;13.14;14.30
217.797;217797;219100;9.70;13.14;14.30
217.8;217800;219103;9.70;13.14;14.39
217.803;217803;219106;9.70;13.14;14.39
217.807;217807;219110;9.70;13.14;14.30
217.81;217810;219113;9.70;13.14;14.30
217.813;217813;219116;9.70;13.14;14.39
217.816;217816;219119;9.70;13.14;14.39
217.82;217820;219123;9.70;13.14;14.39
217.823;217823;219126;9.70;13.14;14.39
217.826;217826;219129;9.70;13.14;14.39
217.829;217829;219132;9.70;13.14;14.30
217.833;217833;219136;9.70;13.14;14.39
217.837;217837;219140;9.70;13.14;14.39
217.84;217840;219143;9.70;13.14;14.39
217.843;217843;219146;9.70;13.14;14.39
217.846;217846;219149;9.70;13.14;14.39
217.85;217850;219153;9.70;13.14;14.30
217.853;217853;219156;9.70;13.14;14.39
217.856;217856;219159;9.70;13.14;14.39
217.859;217859;219162;9.70;13.14;14.30
217.862;217862;219165;9.70;13.14;14.30
217.866;217866;219169;9.70;13.14;14.39
217.869;217869;219172;9.70;13.14;14.30
217.872;217872;219175;9.70;13.14;14.39
217.876;217876;219179;9.70;13.14;14.39
217.88;217880;219183;9.70;13.14;14.30
217.883;217883;219186;9.70;13.14;14.39
217.886;217886;219189;9.70;13.14;14.39
217.889;217889;219192;9.70;13.14;14.39
217.892;217892;219195;9.70;13.14;14.30
217.896;217896;219199;9.70;13.14;14.30
217.899;217899;219202;9.70;13.14;14.30
217.902;217902;219205;9.70;13.14;14.39
217.905;217905;219208;9.70;13.14;14.30
217.909;217909;219212;9.70;13.14;14.39
217.912;217912;219215;9.70;13.14;14.39
217.915;217915;219218;9.70;13.14;14.39
217.919;217919;219222;9.70;13.14;14.39
217.922;217922;219225;9.70;13.14;14.30
217.926;217926;219229;9.70;13.14;14.30
217.929;217929;219232;9.70;13.14;14.30
217.932;217932;219235;9.70;13.14;14.39
217.935;217935;219238;9.70;13.14;14.39
217.939;217939;219242;9.70;13.14;14.39
217.942;217942;219245;9.70;13.14;14.39
217.945;217945;219248;9.70;13.14;14.30
217.948;217948;219251;9.70;13.14;14.39
217.951;217951;219254;9.70;13.14;14.39
217.955;217955;219258;9.70;13.14;14.39
217.958;217958;219261;9.70;13.14;14.39
217.962;217962;219265;9.70;13.14;14.30
217.965;217965;219268;9.70;13.14;14.30
217.969;217969;219272;9.70;13.14;14.39
217.972;217972;219275;9.70;13.14;14.39
217.975;217975;219278;9.70;13.14;14.30
217.978;217978;219281;9.70;13.14;14.39
217.981;217981;219284;9.70;13.14;14.39
217.985;217985;219288;9.70;13.14;14.39
217.988;217988;219291;9.70;13.14;14.39
217.991;217991;219294;9.70;13.14;14.30
217.994;217994;219297;9.70;13.14;14.39
217.998;217998;219301;9.70;13.14;14.39
218.001;218001;219304;9.70;13.14;14.39
218.005;218005;219308;9.70;13.14;14.39
218.008;218008;219311;9.70;13.14;14.30
218.012;218012;219315;9.70;13.14;14.39
218.015;218015;219318;9.70;13.14;14.30
218.018;218018;219321;9.70;13.14;14.39
218.021;218021;219324;9.70;13.14;14.39
218.024;218024;219327;9.70;13.14;14.39
218.028;218028;219331;9.70;13.14;14.30
218.031;218031;219334;9.70;13.14;14.39
218.034;218034;219337;9.70;13.14;14.30
218.037;218037;219340;9.70;13.14;14.30
218.04;218040;219343;9.70;13.14;14.30
218.044;218044;219347;9.70;13.14;14.30
218.048;218048;219351;9.70;13.14;14.39
218.051;218051;219354;9.70;13.14;14.39
218.054;218054;219357;9.70;13.14;14.30
218.058;218058;219361;9.70;13.14;14.30
218.061;218061;219364;9.70;13.14;14.30
218.064;218064;219367;9.70;13.14;14.30
218.067;218067;219370;9.70;13.14;14.39
218.07;218070;219373;9.70;13.14;14.30
218.074;218074;219377;9.70;13.14;14.39
218.077;218077;219380;9.70;13.14;14.39
218.08;218080;219383;9.70;13.14;14.39
218.083;218083;219386;9.70;13.14;14.30
218.087;218087;219390;9.70;13.14;14.39
218.091;218091;219394;9.70;13.14;14.30
218.094;218094;219397;9.70;13.14;14.39
218.097;218097;219400;9.70;13.14;14.30
218.1;218100;219403;9.70;13.14;14.30
218.104;218104;219407;9.70;13.14;14.30
218.107;218107;219410;9.70;13.14;14.39
218.11;218110;219413;9.70;13.14;14.39
218.113;218113;219416;9.70;13.14;14.30
218.117;218117;219420;9.70;13.14;14.30
218.12;218120;219423;9.70;13.14;14.30
218.123;218123;219426;9.70;13.14;14.30
218.126;218126;219429;9.70;13.14;14.39
218.129;218129;219432;9.70;13.14;14.39
218.134;218134;219437;9.70;13.14;14.39
218.137;218137;219440;9.70;13.14;14.30
218.14;218140;219443;9.70;13.14;14.39
218.143;218143;219446;9.70;13.14;14.39
218.147;218147;219450;9.70;13.14;14.39
218.15;218150;219453;9.70;13.14;14.39
218.153;218153;219456;9.70;13.14;14.30
218.156;218156;219459;9.70;13.14;14.39
218.159;218159;219462;9.70;13.14;14.30
218.163;218163;219466;9.70;13.14;14.30
218.166;218166;219469;9.70;13.14;14.30
218.169;218169;219472;9.70;13.14;14.39
218.172;218172;219475;9.70;13.14;14.30
218.177;218177;219480;9.70;13.14;14.39
218.18;218180;219483;9.70;13.14;14.39
218.183;218183;219486;9.70;13.14;14.39
218.186;218186;219489;9.70;13.14;14.39
218.189;218189;219492;9.61;13.14;14.30
218.193;218193;219496;9.70;13.14;14.39
218.196;218196;219499;9.70;13.14;14.39
218.199;218199;219502;9.70;13.14;14.39
218.202;218202;219505;9.70;13.14;14.30
218.206;218206;219509;9.70;13.14;14.30
218.209;218209;219512;9.70;13.14;14.39
218.212;218212;219515;9.70;13.14;14.30
218.215;218215;219518;9.70;13.14;14.39
218.219;218219;219522;9.61;13.14;14.39
218.223;218223;219526;9.70;13.14;14.39
218.226;218226;219529;9.70;13.14;14.39
218.229;218229;219532;9.70;13.14;14.39
218.232;218232;219535;9.70;13.14;14.30
218.236;218236;219539;9.70;13.14;14.39
218.239;218239;219542;9.70;13.14;14.39
218.242;218242;219545;9.70;13.14;14.39
218.245;218245;219548;9.70;13.14;14.39
218.248;218248;219551;9.70;13.14;14.39
218.252;218252;219555;9.70;13.14;14.30
218.255;218255;219558;9.61;13.14;14.30
218.258;218258;219561;9.70;13.14;14.30
218.262;218262;219565;9.70;13.14;14.39
218.266;218266;219569;9.70;13.14;14.30
218.269;218269;219572;9.70;13.14;14.30
218.272;218272;219575;9.70;13.14;14.39
218.275;218275;219578;9.70;13.14;14.39
218.279;218279;219582;9.70;13.14;14.39
218.282;218282;219585;9.70;13.14;14.39
218.285;218285;219588;9.70;13.14;14.30
218.288;218288;219591;9.61;13.14;14.39
218.291;218291;219594;9.70;13.14;14.39
218.295;218295;219598;9.70;13.14;14.30
218.298;218298;219601;9.70;13.14;14.30
218.301;218301;219604;9.70;13.14;14.39
218.305;218305;219608;9.70;13.14;14.30
218.309;218309;219612;9.70;13.14;14.30
218.312;218312;219615;9.70;13.14;14.39
218.315;218315;219618;9.70;13.14;14.39
218.318;218318;219621;9.70;13.14;14.39
218.321;218321;219624;9.70;13.14;14.39
218.325;218325;219628;9.70;13.14;14.39
218.328;218328;219631;9.70;13.14;14.30
218.331;218331;219634;9.70;13.14;14.30
218.334;218334;219637;9.70;13.14;14.30
218.337;218337;219640;9.70;13.14;14.39
218.341;218341;219644;9.61;13.05;14.39
218.345;218345;219648;9.70;13.14;14.39
218.348;218348;219651;9.70;13.14;14.39
218.351;218351;219654;9.70;13.14;14.30
218.355;218355;219658;9.61;13.14;14.39
218.358;218358;219661;9.70;13.14;14.39
218.361;218361;219664;9.70;13.05;14.39
218.364;218364;219667;9.70;13.14;14.39
218.367;218367;219670;9.61;13.14;14.30
218.371;218371;219674;9.70;13.14;14.30
218.374;218374;219677;9.70;13.14;14.39
218.377;218377;219680;9.70;13.14;14.39
218.38;218380;219683;9.61;13.14;14.39
218.384;218384;219687;9.70;13.14;14.30
218.388;218388;219691;9.61;13.14;14.39
218.391;218391;219694;9.70;13.14;14.39
218.394;218394;219697;9.70;13.14;14.30
218.398;218398;219701;9.70;13.14;14.39
218.401;218401;219704;9.70;13.14;14.39
218.404;218404;219707;9.70;13.14;14.30
218.407;218407;219710;9.70;13.14;14.30
218.41;218410;219713;9.61;13.14;14.30
218.414;218414;219717;9.70;13.14;14.30
218.417;218417;219720;9.70;13.14;14.39
218.42;218420;219723;9.61;13.14;14.39
218.423;218423;219726;9.70;13.14;14.39
218.426;218426;219729;9.70;13.14;14.39
218.431;218431;219734;9.70;13.14;14.39
218.434;218434;219737;9.61;13.14;14.30
218.437;218437;219740;9.61;13.14;14.39
218.44;218440;219743;9.61;13.14;14.39
218.444;218444;219747;9.70;13.14;14.39
218.447;218447;219750;9.70;13.14;14.30
218.45;218450;219753;9.70;13.14;14.39
218.453;218453;219756;9.70;13.14;14.30
218.457;218457;219760;9.70;13.14;14.39
218.46;218460;219763;9.70;13.14;14.30
218.463;218463;219766;9.61;13.14;14.30
218.466;218466;219769;9.70;13.14;14.39
218.469;218469;219772;9.70;13.14;14.39
218.474;218474;219777;9.70;13.14;14.30
218.477;218477;219780;9.70;13.14;14.30
218.48;218480;219783;9.70;13.14;14.30
218.483;218483;219786;9.61;13.14;14.30
218.487;218487;219790;9.70;13.14;14.39
218.49;218490;219793;9.70;13.14;14.30
218.493;218493;219796;9.61;13.14;14.39
218.496;218496;219799;9.61;13.14;14.39
218.499;218499;219802;9.61;13.14;14.30
218.503;218503;219806;9.70;13.14;14.39
218.506;218506;219809;9.70;13.14;14.30
218.509;218509;219812;9.61;13.14;14.39
218.512;218512;219815;9.70;13.14;14.39
218.517;218517;219820;9.70;13.14;14.30
218.52;218520;219823;9.61;13.14;14.30
218.523;218523;219826;9.61;13.14;14.39
218.526;218526;219829;9.61;13.14;14.39
218.529;218529;219832;9.61;13.14;14.39
218.533;218533;219836;9.61;13.14;14.39
218.536;218536;219839;9.70;13.14;14.39
218.539;218539;219842;9.61;13.14;14.30
218.542;218542;219845;9.70;13.14;14.39
218.546;218546;219849;9.70;13.14;14.39
218.549;218549;219852;9.61;13.14;14.39
218.552;218552;219855;9.70;13.14;14.30
218.555;218555;219858;9.70;13.14;14.30
218.559;218559;219862;9.61;13.14;14.30
218.563;218563;219866;9.61;13.14;14.30
218.566;218566;219869;9.70;13.14;14.30
218.569;218569;219872;9.70;13.14;14.39
218.572;218572;219875;9.70;13.14;14.39
218.576;218576;219879;9.70;13.14;14.30
218.579;218579;219882;9.61;13.14;14.30
218.582;218582;219885;9.61;13.14;14.30
218.585;218585;219888;9.61;13.14;14.30
218.589;218589;219892;9.70;13.14;14.30
218.592;218592;219895;9.70;13.14;14.39
218.595;218595;219898;9.61;13.14;14.39
218.598;218598;219901;9.61;13.14;14.39
218.602;218602;219905;9.61;13.14;14.39
218.606;218606;219909;9.61;13.14;14.39
218.609;218609;219912;9.70;13.14;14.39
218.612;218612;219915;9.61;13.14;14.30
218.615;218615;219918;9.61;13.14;14.39
218.619;218619;219922;9.61;13.14;14.39
218.622;218622;219925;9.70;13.14;14.39
218.625;218625;219928;9.61;13.14;14.39
218.628;218628;219931;9.61;13.14;14.30
218.631;218631;219934;9.61;13.14;14.39
218.635;218635;219938;9.70;13.14;14.39
218.638;218638;219941;9.70;13.14;14.30
218.641;218641;219944;9.61;13.14;14.39
218.645;218645;219948;9.61;13.14;14.30
218.649;218649;219952;9.61;13.14;14.30
218.652;218652;219955;9.61;13.14;14.39
218.655;218655;219958;9.61;13.14;14.39
218.658;218658;219961;9.61;13.14;14.39
218.662;218662;219965;9.61;13.05;14.39
218.665;218665;219968;9.61;13.14;14.30
218.668;218668;219971;9.61;13.14;14.39
218.671;218671;219974;9.61;13.14;14.30
218.674;218674;219977;9.61;13.14;14.30
218.678;218678;219981;9.61;13.14;14.30
218.681;218681;219984;9.61;13.14;14.30
218.684;218684;219987;9.70;13.14;14.39
218.688;218688;219991;9.61;13.14;14.39
218.692;218692;219995;9.61;13.14;14.30
218.695;218695;219998;9.61;13.14;14.39
218.698;218698;220001;9.61;13.14;14.30
218.701;218701;220004;9.61;13.14;14.30
218.705;218705;220008;9.61;13.14;14.30
218.708;218708;220011;9.61;13.14;14.39
218.711;218711;220014;9.61;13.14;14.30
218.714;218714;220017;9.61;13.14;14.30
218.717;218717;220020;9.61;13.14;14.30
218.721;218721;220024;9.61;13.14;14.30
218.724;218724;220027;9.61;13.14;14.39
218.727;218727;220030;9.61;13.14;14.30
218.731;218731;220034;9.61;13.14;14.39
218.735;218735;220038;9.61;13.14;14.39
218.738;218738;220041;9.61;13.14;14.30
218.741;218741;220044;9.61;13.14;14.39
218.744;218744;220047;9.61;13.14;14.30
218.748;218748;220051;9.61;13.14;14.30
218.751;218751;220054;9.61;13.14;14.39
218.754;218754;220057;9.61;13.14;14.30
218.757;218757;220060;9.61;13.14;14.30
218.76;218760;220063;9.61;13.14;14.30
218.764;218764;220067;9.61;13.14;14.39
218.767;218767;220070;9.61;13.14;14.30
218.77;218770;220073;9.61;13.14;14.39
218.774;218774;220077;9.61;13.14;14.39
218.778;218778;220081;9.61;13.14;14.30
218.781;218781;220084;9.61;13.14;14.30
218.784;218784;220087;9.61;13.14;14.39
218.787;218787;220090;9.61;13.14;14.39
218.791;218791;220094;9.61;13.14;14.39
218.794;218794;220097;9.61;13.14;14.30
218.797;218797;220100;9.61;13.14;14.39
218.8;218800;220103;9.61;13.14;14.30
218.803;218803;220106;9.61;13.14;14.39
218.807;218807;220110;9.61;13.14;14.39
218.81;218810;220113;9.61;13.14;14.30
218.813;218813;220116;9.61;13.14;14.39
218.817;218817;220120;9.61;13.14;14.39
218.821;218821;220124;9.61;13.14;14.39
218.824;218824;220127;9.61;13.14;14.39
218.827;218827;220130;9.61;13.14;14.39
218.83;218830;220133;9.61;13.14;14.30
218.834;218834;220137;9.61;13.14;14.39
218.837;218837;220140;9.61;13.14;14.39
218.84;218840;220143;9.61;13.14;14.39
218.843;218843;220146;9.61;13.14;14.30
218.846;218846;220149;9.61;13.14;14.30
218.85;218850;220153;9.61;13.05;14.30
218.853;218853;220156;9.61;13.14;14.39
218.857;218857;220160;9.61;13.14;14.39
218.86;218860;220163;9.61;13.14;14.30
218.864;218864;220167;9.61;13.14;14.39
218.867;218867;220170;9.61;13.14;14.39
218.87;218870;220173;9.61;13.14;14.30
218.873;218873;220176;9.61;13.14;14.39
218.877;218877;220180;9.61;13.14;14.39
218.88;218880;220183;9.61;13.14;14.30
218.883;218883;220186;9.61;13.14;14.30
218.886;218886;220189;9.61;13.14;14.39
218.889;218889;220192;9.61;13.14;14.39
218.893;218893;220196;9.61;13.14;14.30
218.896;218896;220199;9.61;13.14;14.39
218.9;218900;220203;9.61;13.14;14.39
218.903;218903;220206;9.61;13.14;14.30
218.907;218907;220210;9.61;13.14;14.39
218.91;218910;220213;9.61;13.14;14.39
218.913;218913;220216;9.61;13.14;14.39
218.916;218916;220219;9.61;13.14;14.39
218.919;218919;220222;9.61;13.14;14.30
218.923;218923;220226;9.61;13.14;14.30
218.926;218926;220229;9.61;13.14;14.39
218.929;218929;220232;9.61;13.14;14.30
218.932;218932;220235;9.61;13.05;14.39
218.936;218936;220239;9.61;13.05;14.30
218.939;218939;220242;9.61;13.14;14.39
218.943;218943;220246;9.61;13.14;14.30
218.946;218946;220249;9.61;13.14;14.39
218.95;218950;220253;9.61;13.14;14.39
218.953;218953;220256;9.61;13.14;14.30
218.956;218956;220259;9.61;13.14;14.39
218.959;218959;220262;9.61;13.14;14.30
218.962;218962;220265;9.61;13.14;14.30
218.966;218966;220269;9.61;13.14;14.30
218.969;218969;220272;9.61;13.14;14.39
218.972;218972;220275;9.61;13.14;14.39
218.975;218975;220278;9.61;13.14;14.39
218.979;218979;220282;9.61;13.14;14.39
218.982;218982;220285;9.61;13.14;14.39
218.986;218986;220289;9.61;13.14;14.39
218.989;218989;220292;9.61;13.14;14.30
218.993;218993;220296;9.61;13.14;14.30
218.996;218996;220299;9.61;13.14;14.30
218.999;218999;220302;9.61;13.14;14.30
219.002;219002;220305;9.61;13.14;14.30
219.005;219005;220308;9.61;13.14;14.30
219.009;219009;220312;9.61;13.14;14.30
219.012;219012;220315;9.61;13.14;14.30
219.015;219015;220318;9.61;13.14;14.39
219.018;219018;220321;9.61;13.14;14.39
219.022;219022;220325;9.61;13.14;14.30
219.025;219025;220328;9.61;13.14;14.30
219.029;219029;220332;9.61;13.14;14.30
219.032;219032;220335;9.61;13.14;14.30
219.036;219036;220339;9.61;13.14;14.39
219.039;219039;220342;9.61;13.14;14.39
219.042;219042;220345;9.61;13.14;14.30
219.045;219045;220348;9.61;13.14;14.39
219.048;219048;220351;9.61;13.14;14.30
219.052;219052;220355;9.61;13.14;14.30
219.055;219055;220358;9.61;13.14;14.30
219.058;219058;220361;9.61;13.14;14.30
219.061;219061;220364;9.61;13.14;14.30
219.065;219065;220368;9.61;13.14;14.30
219.068;219068;220371;9.61;13.14;14.30
219.072;219072;220375;9.61;13.14;14.39
219.075;219075;220378;9.61;13.14;14.30
