temps (s);temps(ms);temps;ACTU;MILIEU;LASER
380.116;380116;381419;7.75;11.16;12.43
380.12;380120;381423;7.75;11.16;12.43
380.123;380123;381426;7.75;11.16;12.43
380.126;380126;381429;7.75;11.16;12.43
380.129;380129;381432;7.75;11.16;12.43
380.133;380133;381436;7.75;11.16;12.43
380.137;380137;381440;7.75;11.16;12.43
380.14;380140;381443;7.75;11.16;12.43
380.144;380144;381447;7.75;11.16;12.43
380.147;380147;381450;7.75;11.16;12.43
380.15;380150;381453;7.75;11.16;12.43
380.153;380153;381456;7.75;11.16;12.43
380.157;380157;381460;7.75;11.16;12.43
380.16;380160;381463;7.75;11.16;12.43
380.163;380163;381466;7.75;11.16;12.43
380.166;380166;381469;7.75;11.16;12.43
380.17;380170;381473;7.75;11.16;12.43
380.173;380173;381476;7.75;11.16;12.43
380.176;380176;381479;7.75;11.16;12.43
380.18;380180;381483;7.75;11.16;12.43
380.184;380184;381487;7.75;11.16;12.43
380.187;380187;381490;7.75;11.16;12.43
380.19;380190;381493;7.75;11.07;12.43
380.194;380194;381497;7.75;11.16;12.43
380.197;380197;381500;7.75;11.16;12.43
380.2;380200;381503;7.75;11.16;12.43
380.203;380203;381506;7.75;11.16;12.43
380.207;380207;381510;7.75;11.07;12.43
380.21;380210;381513;7.75;11.16;12.43
380.213;380213;381516;7.75;11.16;12.43
380.216;380216;381519;7.75;11.16;12.43
380.22;380220;381523;7.75;11.07;12.43
380.224;380224;381527;7.75;11.16;12.43
380.227;380227;381530;7.75;11.16;12.43
380.23;380230;381533;7.75;11.16;12.43
380.234;380234;381537;7.75;11.16;12.43
380.237;380237;381540;7.75;11.16;12.43
380.24;380240;381543;7.75;11.16;12.43
380.243;380243;381546;7.75;11.07;12.43
380.247;380247;381550;7.75;11.07;12.43
380.25;380250;381553;7.75;11.16;12.43
380.253;380253;381556;7.75;11.16;12.43
380.256;380256;381559;7.75;11.16;12.43
380.26;380260;381563;7.75;11.16;12.43
380.263;380263;381566;7.75;11.16;12.43
380.267;380267;381570;7.75;11.16;12.43
380.271;380271;381574;7.75;11.16;12.43
380.274;380274;381577;7.75;11.16;12.43
380.277;380277;381580;7.75;11.16;12.43
